ein,org_name,website,email,all_emails,source_page,confidence,error
522372998,FLORIDA'S CHILDREN FIRST INC,FLORIDASCHILDRENFIRST.ORG,,,,none,Failed to fetch
201664531,IRAQ AND AFGHANISTAN VETERANS OF AMERICA,WWW.IAVA.ORG,,,,none,Failed to fetch
204192265,FIREFIGHTER CANCER SUPPORT NETWORK INC,FIREFIGHTERCANCERSUPPORT.ORG,,,,none,Failed to fetch
521706059,FIGHT FOR CHILDREN INC,WWW.FIGHTFORCHILDREN.ORG,,,,none,Failed to fetch
464274413,EMPOWER YOUTH NETWORK,EMPOWERYOUTHNETWORK.ORG,,,,none,Failed to fetch
473060566,HOMELESS CHILDREN'S FOUNDATION OF,WWW.HCFIRC.COM,,,,none,Failed to fetch
271062106,EQUIPMENT CONNECTIONS FOR CHILDREN INC,https://www.equipforchildren.org/,,,,none,Failed to fetch
480879502,KANSAS ACTION FOR CHILDREN INC,WWW.KAC.ORG,,,,none,Failed to fetch
300584360,One Heart For Women and Children Inc,www.oneheartforwomenandchildren.org,,,,none,Failed to fetch
830811569,WARRIOR FOR CHILDREN,WWW.WARRIORFORCHILDREN.ORG,,,,none,Failed to fetch
202843418,The Children's Hospital Foundation at Saint,www.saintfrancis.com,,,,none,Failed to fetch
911156576,SOUTHEAST SEATTLE SENIOR CENTER,WWW.SESSC.ORG,,,,none,Failed to fetch
522114748,GLOBAL CHILDREN FOUNDATION INC,www.globalchildren.org,,,,none,Failed to fetch
825453821,Verde Valley Homeless Coalition,www.verdevalleyhomelesscoalition.com,,,,none,Failed to fetch
201584617,CHILDREN OF RESTAURANT EMPLOYEES,COREGIVES.ORG,,,,none,Failed to fetch
680014506,CHILDREN'S NETWORK OF SOLANO COUNTY,CHILDNET.ORG,,,,none,Failed to fetch
061456561,STAMFORD SENIOR CENTERINC,WWW.STAMFORDSENIORCT.ORG,,,,none,Failed to fetch
943111898,Coalition On Homelessness,www.cohsf.org,,,,none,Failed to fetch
472733144,CASCADIA ART MUSEUM,CASCADIAARTMUSEUM.ORG,,,,none,Failed to fetch
251585859,MEL BLOUNT YOUTH HOME OF PA INC,MELBLOUNTYOUTHHOME.ORG,,,,none,Failed to fetch
521289657,HOSPICE HOUSE INC,WWW.WILLIAMSBURGHOSPICE.ORG,,,,none,Failed to fetch
464537457,CHILDREN'S BRAIN TUMOR PROJECT,WWW.CHILDRENSBRAINTUMORPROJECT.ORG,,,,none,Failed to fetch
043095890,ROSENBERG FUND FOR CHILDREN INC,WWW.RFC.ORG,info@rfc.org,info@rfc.org,https://www.RFC.ORG,high,
431278967,BETHESDA HEALTH GROUP FOUNDATION INC,WWW.BETHESDAHEALTH.ORG,,,,none,Failed to fetch
462471547,HOSPICE HOME OF JOHNSON COUNTY,WWW.HOSPICEHOMEJC.ORG,,,,none,Failed to fetch
383537982,CHILDREN WITH HAIR LOSS INC,WWW.CHILDRENWITHHAIRLOSS.ORG,,,,none,Failed to fetch
461596255,LIGHTHOUSE FOR THE HOMELESS,WWW.TRUEWORTHPLACE.ORG,,,,none,Failed to fetch
522305620,Children's Environmental Health Network,www.cehn.org,,,,none,Failed to fetch
582556130,youthSpark Inc,www.youth-Spark.org,,,,none,Failed to fetch
843955561,PROJECT FIRE BUDDIES INC,WWW.PROJECTFIREBUDDIES.ORG,,,,none,Failed to fetch
561424818,ROWAN REGIONAL MEDICAL CENTER,WWW.SUPPORTNOVANTHEALTH.ORG,,,,none,Failed to fetch
237320638,Methodist Healthcare Foundation,WWW.METHODISTHEALTH.ORG/GIVE,,,,none,Failed to fetch
411768237,IMMUNIZEORG,WWW.IMMUNIZE.ORG,,,,none,Failed to fetch
746074210,CHRISTUS Foundation for HealthCare,www.christusfoundation.org,,,,none,Failed to fetch
431867039,LEAST OF THESE INC,LEASTOFTHESEFOODPANTRY.ORG,,,,none,Failed to fetch
470648586,CHI HEALTH FOUNDATION,WWW.CHIHEALTH.COM,,,,none,Failed to fetch
203584556,CHILD'S PLAY,WWW.CHILDSPLAYCHARITY.ORG,,,,none,Failed to fetch
431349021,THE RESEARCH FOUNDATION,WWW.THERESEARCHFOUNDATIONKC.ORG,,,,none,Failed to fetch
366150906,ACADEMY OF NUTRITION AND DIETETICS,WWW.EATRIGHT.ORG,,,,none,Failed to fetch
201469976,TOUCH HEALTH INC,WWW.TOUCHHEALTH.ORG,,,,none,Failed to fetch
208741625,Wuqu Kawoq SA,www.wuqukawoq.org,,,,none,Failed to fetch
061559393,GLOBAL LYME ALLIANCE INC,GLOBALLYMEALLIANCE.ORG,,,,none,Failed to fetch
311768378,PARTNERS IN EVANGELISM INC,WWW.WAUPARTNERS.ORG,,,,none,Failed to fetch
844746926,Maine Needs Inc,maineneeds.org,,,,none,Failed to fetch
311624871,Integrated Care Collaboration,connxus.org,,,,none,Failed to fetch
942597514,SAINT FRANCIS FOUNDATION,WWW.SAINTFRANCISFOUNDATION.ORG,,,,none,Failed to fetch
050532415,COUNCIL FOR LIFE,COUNCILFORLIFE.ORG,,,,none,Failed to fetch
161493404,HILLSIDE FOUNDATION,WWW.HILLSIDE.COM,,,,none,Failed to fetch
463395393,GATEWAY WELLNESS FOUNDATION,GATEWAYWELLNESSFOUNDATION.ORG,,,,none,Failed to fetch
453810502,CAROLINA ABORTION FUND,HTTPS://WWW.CAROLINAABORTIONFUND.ORG,,,,none,Failed to fetch
471339945,Little Lambs Foundation for Kids Inc,www.littlelambsofutah.org,,,,none,Failed to fetch
911307991,GIG HARBOR PENINSULA FISH,WWW.GHPFISH.ORG,,,,none,Failed to fetch
521903777,AMERICAN FRIENDS OF RABIN MEDICAL CENTER,WWW.AFRMC.ORG,,,,none,Failed to fetch
233027589,Amigos de Jesus,WWW.AMIGOSDEJESUS.ORG,,,,none,Failed to fetch
750945926,UNITED WAY OF MIDLAND INC,WWW.UWMIDLAND.ORG,,,,none,Failed to fetch
320112866,MAJELLA CARES,HTTPS://HEROICMEDIA.ORG,,,,none,Failed to fetch
262188491,MARYLAND PATIENT SAFETY CENTER INC,WWW.MARYLANDPATIENTSAFETY.ORG,,,,none,Failed to fetch
851704762,Social Venture Partners Connecticut Inc,svp-ct.org,,,,none,Failed to fetch
133434781,AMERICAN FRIENDS OF BEIT ISSIE,HTTPS://AFOBIS.ORG/ABOUT-US/,,,,none,Failed to fetch
815293025,LIVING WITH HOPE,HTTPS://LIVINGWITHHOPE.NET/,,,,none,Failed to fetch
473403988,UOSSM USA,WWW.UOSSM.US,,,,none,Failed to fetch
841605731,UNBRIDLED ACTS,WWW.UNBRIDLEDACTS.COM,,,,none,Failed to fetch
721519537,JOYFUL HEART FOUNDATION,WWW.JOYFULHEARTFOUNDATION.ORG,,,,none,Failed to fetch
461021073,DREAMWEAVER FOUNDATION,WWW.DREAMWEAVER.ORG,,,,none,Failed to fetch
352223180,LINCOLN COUNTY RESOURCE BOARD,WWW.LINCOLNCOUNTYKIDS.ORG,,,,none,Failed to fetch
208618412,EOD WARRIOR FOUNDATION,WWW.EODWARRIORFOUNDATION.ORG,,,,none,Failed to fetch
820385747,Bonner Community Food Center Inc,www.foodbank83864.com,,,,none,Failed to fetch
831196554,SUMMIT HEALTH FOUNDATION,WWW.WELLSPAN.ORG,,,,none,Failed to fetch
205881456,KIDS INTERNATIONAL MINISTRIES INC,KIDSIM.ORG,,,,none,Failed to fetch
831069410,TOMMY'S PLACE FOUNDATION INC,TOMMYSPLACE.ORG,,,,none,Failed to fetch
275011867,THE FLATWATER FOUNDATON,flatwaterfoundation.org,,,,none,Failed to fetch
341774119,Camelot Center,www.thecamelotcenter.org,,,,none,Failed to fetch
831344245,MERCY HOUSE INC,HTTPS://WWW.MERCYHOUSEMGM.ORG/,,,,none,Failed to fetch
471535937,HEALTH CARE FOUNDATION FOR VENTURA,hcfvc.org,,,,none,Failed to fetch
853811059,Valley Onward,www.valleyonward.org,,,,none,Failed to fetch
680430119,Consortium for Children,www.consortforkids.org,,,,none,Failed to fetch
474364468,THE PROSPERITY FOUNDATION INC,WWW.TPFCT.ORG,,,,none,Failed to fetch
363590295,SUBURBAN PRIMARY HEALTH CARE COUNCIL,ACCESSTOCARE.ORG,,,,none,Failed to fetch
208823606,HELPUSADOPTORG INC,Helpusadopt.org,,,,none,Failed to fetch
271024497,FOSTER ANGELS OF CENTRAL TEXAS FOUNDATION,WWW.FOSTERANGELSCTX.ORG,,,,none,Failed to fetch
680040113,SUTTER ROSEVILLE MEDICAL CENTER FOUNDATION,WWW.SUTTERHEALTH.ORG,,,,none,Failed to fetch
134367788,HEROES ON THE WATER INC,WWW.HEROESONTHEWATER.ORG,,,,none,Failed to fetch
201766318,WISHES & MORE,WWW.WISHESANDMORE.ORG,,,,none,Failed to fetch
941294955,VISALIA EMERGENCY AID COUNCIL INC,www.veac.org,,,,none,Failed to fetch
270699071,AUTISTRY STUDIOS INCORPORATED,WWW.AUTISTRYSTUDIOS.COM,,,,none,Failed to fetch
113839742,GOOD NEIGHBORS INC,WWW.GOODNEIGHBORSHOMEREPAIR.ORG,,,,none,Failed to fetch
450478716,Hope Clinic Inc,www.hopeclinicgwinnett.info,,,,none,Failed to fetch
900718916,HOUSEPROUD ATLANTA INC,WWW.HOUSEPROUDATLANTA.ORG,,,,none,Failed to fetch
261544498,ST CHRISTOPHER TRUCKERS DEVELOPMENT,WWW.TRUCKERSFUND.ORG,,,,none,Failed to fetch
462694434,Safe Routes to School National,www.saferoutespartnership.org,,,,none,Failed to fetch
814021362,THE BLOC,WWW.THEBLOCCHICAGO.ORG,,,,none,Failed to fetch
832887275,Instituto Lab,https://www.instituto.io/,,,,none,Failed to fetch
364280502,National Scholarship Providers,www.scholarshipproviders.org,,,,none,Failed to fetch
770498274,,https://www.medministries.org/,,,,none,Failed to fetch
273840788,BOCA WEST COMMUNITY CHARITABLE,WWW.BOCAWESTFOUNDATION.ORG,,,,none,Failed to fetch
112986161,SHOREFRONT JEWISH COMMUNITY COUNCIL INC,WWW.SHOREFRONTJCC.ORG,,,,none,Failed to fetch
853745993,COMMUNITIES LIFTING COMMUNITIES,HTTPS://COMMUNITIES.HASC.ORG/,,,,none,Failed to fetch
270425383,PLUTA CANCER CENTER FOUNDATION INC,WWW.PLUTACANCERFOUNDATION.ORG,,,,none,Failed to fetch
823405496,END WELL FOUNDATION,WWW.ENDWELLPROJECT.ORG,,,,none,Failed to fetch
232523682,ALLIED SERVICES FOUNDATION,WWW.ALLIED-SERVICES.ORG,,,,none,Failed to fetch
800795096,A NEW WORLD CHILD PLACEMENT AGENCY,WWW.ANEWWORLDCPA.COM,,,,none,Failed to fetch
272370028,PATIENT AIRLIFT SERVICES INC,WWW.PALSERVICES.ORG,,,,none,Failed to fetch
560579600,YOUNG WOMEN'S CHRISTIAN ASSOCIATION,WWW.YWCAHP.COM,,,,none,Failed to fetch
275426399,Bikes for the World Inc,www.bikesfortheworld.org,,,,none,Failed to fetch
824497530,ANDROMEDA COMMUNITY INITIATIVE INC,WWW.ANDROMEDAINITIATIVE.ORG,,,,none,Failed to fetch
030387748,NORTH STAR FAMILY SERVICES INC,WWW.NORTHSTARFS.ORG,,,,none,Failed to fetch
592172279,RONALD MCDONALD HOUSE CHARITIES OF,WWW.RMHC-NWFL.ORG,,,,none,Failed to fetch
262593712,VOLUNTEERS IN MEDICINE - SAN FRANCISCO,WWW.CLINICBYTHEBAY.ORG,,,,none,Failed to fetch
460888643,VOICE OF JUDAH ISRAEL INC,HTTP://VOJISRAEL.ORG,,,,none,Failed to fetch
593823613,FRIENDS OF THAI DAUGHTERS INC,WWW.FRIENDSOFTHAIDAUGHTERS.ORG,,,,none,Failed to fetch
020701562,METHODIST FAMILY HEALTH FOUNDATION,METHODISTFAMILY.ORG,,,,none,Failed to fetch
752113401,Children's Cancer Fund of Dallas inc,www.childrenscancerfund.com,,,,none,Failed to fetch
453789421,USAHELLO,HTTPS://USAHELLO.ORG/,,,,none,Failed to fetch
203530960,FINANCIAL BEGINNINGS,WWW.FINANCIALBEGINNINGS.ORG,,,,none,Failed to fetch
262254563,Mwebaza Foundation Inc,www.mwebaza.org,,,,none,Failed to fetch
811424233,My Connect Community,www.myconnectcommunity.org,,,,none,Failed to fetch
300588290,YAD CHESSED FUND INC,WWW.YADCHESSED.ORG,,,,none,Failed to fetch
834345901,MY FUTURE PATHWAYS INC,WWW.MYFUTUREPATHWAYS.ORG,,,,none,Failed to fetch
562196676,WHEELS4HOPE,WHEELS4HOPE.ORG,,,,none,Failed to fetch
810581479,,WWW.DAVIDFOSTERFOUNDATION.COM,,,,none,Failed to fetch
834134785,BUILD PROMISE INC,BUILDPROMISE.COM,,,,none,Failed to fetch
825305527,IMAGINE BLACK FUTURES,WWW.IMAGINEBLACK.ORG,,,,none,Failed to fetch
010910791,MILES FOR MIGRAINE,WWW.MILESFORMIGRAINE.ORG,,,,none,Failed to fetch
760313478,CYPRESS COMMUNITY ASSISTANCE MINISTRIES,www.cypressassistance.org,,,,none,Failed to fetch
561745194,THE HEALTH FOUNDATION INC,WWW.HEALTHYWILKES.ORG,,,,none,Failed to fetch
453590945,CLEATS FOR KIDS FOUNDATION,WWW.CLEATSFORKIDS.ORG,,,,none,Failed to fetch
450900368,HAPPY DOG RANCH FOUNDATION INC,HTTP://HAPPYDOGRANCH.ORG,,,,none,Failed to fetch
341809885,BIKUR CHOLIM OF CLEVELAND,HTTPS://BIKURCHOLIMCLEVELAND.ORG/,,,,none,Failed to fetch
843946242,FURNISH HOPE INC,WWW.FURNISHHOPE.COM,,,,none,Failed to fetch
273409190,AMERICA'S MIGHTY WARRIORS,AMERICASMIGHTYWARRIORS.ORG,,,,none,Failed to fetch
463891741,FOR HOPE US INC,WWW.BUYATREECHANGEALIFE.COM,,,,none,Failed to fetch
861173750,RYAN'S CASE FOR SMILES,WWW.CASEFORSMILES.ORG,,,,none,Failed to fetch
860735514,HANDSON GREATER PHOENIX,HANDSONPHOENIX.ORG,,,,none,Failed to fetch
141703503,MAKE-A-WISH FOUNDATION OF NORTHEAST NEW,WISH.ORG/NENY,,,,none,Failed to fetch
953309130,BURBANK TEMPORARY AID CENTER INC,WWW.THEBTAC.ORG,,,,none,Failed to fetch
680228235,LA LUZ CENTER,LALUZCENTER.COM,,,,none,Failed to fetch
237300162,EPS ESSENTIAL PREGNANCY SERVICES INC,WWW.ESSENTIALPS.ORG,,,,none,Failed to fetch
753008742,ADENA HEALTH FOUNDATION,WWW.ADENA.ORG,,,,none,Failed to fetch
860680607,REBUILDING TOGETHER VALLEY OF THE SUN INC,HTTPS://WWW.RTVOS.ORG,,,,none,Failed to fetch
650424304,REBUILDING TOGETHER MIAMI-DADE INC,WWW.REBUILDINGTOGETHERMIAMI.ORG,,,,none,Failed to fetch
043417472,ALS UNITED CONNECTICUT,WWW.ALSUNITEDCT.ORG,,,,none,Failed to fetch
571224018,HARVEST INDIA,WWW.HARVESTINDIA.ORG,,,,none,Failed to fetch
952273033,JEWISH FAMILY AND CHILDREN'S SERVICE OF LONG BEACH AND ORANGE COUNTY,JFCSLONGBEACH.ORG,,,,none,Failed to fetch
133917403,THE AMERICAN INSTITUTE FOR STUTTERING,WWW.STUTTERINGTREATMENT.ORG,,,,none,Failed to fetch
133620059,HUMAN SERVICES COUNCIL OF NEW YORK,WWW.HUMANSERVICESCOUNCIL.ORG,,,,none,Failed to fetch
680474109,HEALTHCARE FOUNDATION NORTHERN SONOMA,WWW.HEALTHCAREFOUNDATION.NET,,,,none,Failed to fetch
465207131,DARBY'S WARRIOR SUPPORT,DARBYSWARRIORSUPPORT.ORG,,,,none,Failed to fetch
131601569,FATHER'S DAYMOTHER'S DAY COUNCIL INC,HTTPS://FATHERSDAYMOTHERSDAY.COM/,,,,none,Failed to fetch
050523733,BERT'S BIG ADVENTURE INC,WWW.BERTSBIGADVENTURE.ORG,,,,none,Failed to fetch
273365083,Smoky Mountain Service Dogs,https://www.smokymountainservicedogs.org/,,,,none,Failed to fetch
223057065,HUMAN NEEDS FOOD PANTRY INC,HUMANNEEDSFOODPANTRY.ORG,,,,none,Failed to fetch
591855782,SELF RELIANCE INC,WWW.SELF-RELIANCE.ORG,,,,none,Failed to fetch
593803048,Wish for Wheels Inc,www.wishforwheels.org,,,,none,Failed to fetch
522180378,NEW FUTURES,WWW.NEWFUTURESDC.ORG,,,,none,Failed to fetch
541601100,RICHMOND FRIENDS OF THE,WWW.RICHMONDFRIENDSOFTHEHOMELESS.ORG,,,,none,Failed to fetch
383635226,HOSPITALITY HOUSE,WWW.HHFP.ORG,,,,none,Failed to fetch
043243864,THE BRAIN ANEURYSM FOUNDATION INC,WWW.BAFOUND.ORG,,,,none,Failed to fetch
272105467,GOLD COAST VETERANS FOUNDATION,WWW.GCVF.ORG,,,,none,Failed to fetch
842293788,FAMILIES FLOURISH INC,https://familiesflourish.org/,,,,none,Failed to fetch
833070117,AMERICAN FRIENDS OF UNIT 669 INC,WWW.AFU669.ORG,,,,none,Failed to fetch
912196666,FEED MY SHEEP INC,FEEDMYSHEEPMAUI.COM,,,,none,Failed to fetch
453952029,THERE WITH CARE OF THE BAY AREA,THEREWITHCARE.ORG,,,,none,Failed to fetch
561655255,STEPUP MINISTRY,WWW.STEPUPMINISTRY.ORG,,,,none,Failed to fetch
832331834,LIGHTHOUSE FINANCIAL FOUNDATION,HTTPS://LIGHTHOUSEFINANCIALFOUNDATION.ORG,,,,none,Failed to fetch
953055487,City of Children,www.cityofchildren.com,,,,none,Failed to fetch
272823485,ORCAS COMMUNITY RESOURCE CENTER,WWW.ORCASCRC.ORG,,,,none,Failed to fetch
200884284,SEEDS OF LITERACY,WWW.SEEDSOFLITERACY.ORG,,,,none,Failed to fetch
471389723,APOPO US INC,HTTPS://APOPO.ORG/,,,,none,Failed to fetch
541693739,CHESAPEAKE GENERAL HOSPITAL,WWW.CHESAPEAKEREGIONAL.COM/GIVING,,,,none,Failed to fetch
810555265,kenyarelieforg,www.kenyarelief.org,,,,none,Failed to fetch
330821743,HIDDEN HARVEST CORPORATION,WWW.HIDDENHARVEST.ORG,,,,none,Failed to fetch
460711300,SEAGER MEMORIAL CLINIC,SEAGERCLINIC.ORG,,,,none,Failed to fetch
410971333,OUR JUSTICE,WWW.OURJUSTICE.NET,,,,none,Failed to fetch
232513468,GLENEAYRE EQUESTRIAN PROGRAM INC,WWW.GLENEAYREEQUESTRIANPROGRAM.ORG,,,,none,Failed to fetch
953900124,ONE VOICE,HTTP://WWW.ONEVOICE-LA.ORG,,,,none,Failed to fetch
262012436,PATIENT-CENTERED PRIMARY CARE FOUNDATION,WWW.THEPCC.ORG,,,,none,Failed to fetch
223252651,MISSION OF DEEDS INC,WWW.MISSIONOFDEEDS.ORG,,,,none,Failed to fetch
814526609,BACHMAN LAKE TOGETHER,WWW.BACHMANLAKETOGETHER.ORG,,,,none,Failed to fetch
202603927,Range Of Motion Project,www.rompglobal.org,,,,none,Failed to fetch
205194874,HOSPICE OF EAST TEXAS FOUNDATION,hospiceofeasttexas.org/give/,,,,none,Failed to fetch
824209837,Portland Street Medicine,www.portlandstreetmedicine.org,,,,none,Failed to fetch
473442522,FILL A HEART 4 KIDS,WWW.FILLAHEART4KIDS.ORG,,,,none,Failed to fetch
800722635,HIP HOP Public Health Inc,WWW.HHPH.ORG,,,,none,Failed to fetch
390854841,ATTIC ANGEL ASSOCIATION,WWW.ATTICANGEL.ORG,,,,none,Failed to fetch
161579143,KALEIDA HEALTH FOUNDATION,HTTP://FOUNDATION.KALEIDAHEALTH.ORG,,,,none,Failed to fetch
821629344,PROSPERA NORTH CAROLINA LLC,WWW.PROSPERAUSA.ORG,,,,none,Failed to fetch
454171638,Our Daughters International,www.ourdaughtersinternational.org,,,,none,Failed to fetch
570342030,FLORENCE CRITTENTON PROGRAMS OF SC,HTTPS://WWW.FLORENCECRITTENTONSC.ORG,,,,none,Failed to fetch
942473193,Children and Family Circle,www.cfckids.org,,,,none,Failed to fetch
363310492,COOL MINISTRIES,WWW.COOLMINISTRIES.ORG,,,,none,Failed to fetch
272077232,DASVANDH NETWORK,DVNETWORK.ORG,,,,none,Failed to fetch
450497577,Hope Street Group,WWW.HOPESTREETGROUP.ORG,,,,none,Failed to fetch
205969389,Order of Malta Clinic,https://www.orderofmaltaclinic.com/,,,,none,Failed to fetch
272592172,SKY'S THE LIMIT FUND,HTTPS://WWW.SKYSTHELIMITFUND.ORG/,,,,none,Failed to fetch
341822374,CHAGRIN RIVER WATERSHED,CRWP.ORG,,,,none,Failed to fetch
101180860,INTERNATIONAL MIDWIFE ASSISTANCE INC,WWW.MIDWIFEASSIST.ORG,,,,none,Failed to fetch
134037622,BOTTOMLESS CLOSET,BOTTOMLESSCLOSET.ORG,,,,none,Failed to fetch
570796686,GOLDEN CORNER FOOD PANTRY,GOLDENCORNERPANTRY.ORG,,,,none,Failed to fetch
133945769,FRIENDS OF ST DOMINIC'S INC,http://www.sdfs.org/friends,,,,none,Failed to fetch
522241212,INTERNATIONAL SENIOR LAWYERS',HTTPS://ISLP.ORG,,,,none,Failed to fetch
631015318,COLLAT JEWISH FAMILY SERVICES OF,WWW.CJFSBHAM.ORG,,,,none,Failed to fetch
271151848,Family Promise in Anoka County,www.familypromiseanoka.org,,,,none,Failed to fetch
570752150,HOPE in Lancaster Inc,www.hopeinlancaster.org,,,,none,Failed to fetch
941156282,Mary Elizabeth Inn The,meinn.org,,,,none,Failed to fetch
