foundation_ein,foundation_name,foundation_state,foundation_assets,foundation_open_to_apps,grant_amount,grant_year,grant_purpose_text,is_first_grant,grant_purpose_quality,grantee_ein,grantee_name,grantee_state,grantee_city,grantee_revenue,grantee_mission_text,sibling_match_score,keyword_match,semantic_score,is_target_grant,target_grant_reason,semantic_target_texts,keywords_used
467088837,GONDECK FAMILY FOUNDATION,IL,3376.00,PRESELECTED,53000,2019,CHARITABLE,t,low,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
467088837,GONDECK FAMILY FOUNDATION,IL,3376.00,PRESELECTED,25000,2021,CHARITABLE,f,low,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
467088837,GONDECK FAMILY FOUNDATION,IL,3376.00,PRESELECTED,10000,2020,CHARITABLE,f,low,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
760599693,Anne and Don Fizer Foundation,TX,5183516.00,PRESELECTED,5000,2020,CHARITABLE,f,low,453186110,SAILING ANGELS FOUNDATION,TX,HOUSTON,101136.00,"INTRODUCE SAILING IN THE FORM OF RECREATION, EXERCISE, AND EDUCATION TO CHILDREN AND ADULTS WITH PHYSICAL AND DEVELOPMENTAL DISABILITIES.",0.7500,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
341691023,THE STEFANSKI FAMILY FOUNDATION,OH,7879118.00,OPEN,5000,2020,CHARITABLE PURPOSE,t,low,452859863,SAILING HEALS INC,MA,SALEM,36317.00,HEALING DAY SAILS FOR CANCER PATIENTS AND THIER FAMILIES,0.9000,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
760599693,Anne and Don Fizer Foundation,TX,5183516.00,PRESELECTED,5000,2018,CHARITABLE,t,low,453186110,SAILING ANGELS FOUNDATION,TX,HOUSTON,101136.00,"INTRODUCE SAILING IN THE FORM OF RECREATION, EXERCISE, AND EDUCATION TO CHILDREN AND ADULTS WITH PHYSICAL AND DEVELOPMENTAL DISABILITIES.",0.7500,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
760599693,Anne and Don Fizer Foundation,TX,5183516.00,PRESELECTED,2000,2022,CHARITABLE,f,low,453186110,SAILING ANGELS FOUNDATION,TX,HOUSTON,101136.00,"INTRODUCE SAILING IN THE FORM OF RECREATION, EXERCISE, AND EDUCATION TO CHILDREN AND ADULTS WITH PHYSICAL AND DEVELOPMENTAL DISABILITIES.",0.7500,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
363152002,HOCHBERG FAMILY FOUNDATION,IL,9460608.00,PRESELECTED,500,2018,CHARITABLE,t,low,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
251753903,THE BRUNO & LENA DEGOL FAMILY FOUND,PA,4802617.00,PRESELECTED,150,2020,CHARITABLE,t,low,475143030,PENNSYLVANIA OUTDOOR VETERANS INC,PA,LEHIGHTON,34886.00,"THE MISSION OF PENNSYLVANIA OUTDOOR VETERANS IS TO REDUCE VETERAN SUICIDE THROUGH THE HEALING NATURE AND CAMARADERIE DEVELOPED DURING OUTDOOR ACTIVITIES SUCH AS CAMPING, HUNTING AND FISHING.",0.6500,f,0.297,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
480998737,TANTILLO FAMILY FOUNDATION,KS,2191020.00,OPEN,5000,2021,COMMUNITY BENEFIT,t,low,871609050,TANTILLO ADAPTIVE SAILING FOUNDATION,KS,LENEXA,,,0.9000,f,0.295,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
480998737,TANTILLO FAMILY FOUNDATION,KS,2191020.00,OPEN,5000,2022,COMMUNITY BENEFIT,f,low,871609050,TANTILLO ADAPTIVE SAILING FOUNDATION,KS,LENEXA,,,0.9000,f,0.295,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
480998737,TANTILLO FAMILY FOUNDATION,KS,2191020.00,OPEN,2000,2023,COMMUNITY BENEFIT,f,low,871609050,TANTILLO ADAPTIVE SAILING FOUNDATION,KS,LENEXA,,,0.9000,f,0.295,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
836193206,CASHMAN RESILIENCE CHARITABLE TRUST,MA,6554.00,PRESELECTED,50000,2020,ASSIST DISABLED INDIVIDUALS,t,medium,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.292,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
836193206,CASHMAN RESILIENCE CHARITABLE TRUST,MA,6554.00,PRESELECTED,50000,2023,ASSIST DISABLED INDIVIDUALS,f,medium,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.292,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2022,GENERAL CHARITABLE PURPOSE,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2023,GENERAL CHARITABLE PURPOSE,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2019,GENERAL CHARITABLE PURPOSE,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2018,GENERAL CHARITABLE PURPOSE,t,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2020,GENERAL CHARITABLE PURPOSE,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
260367916,General Iron Industries Charitable Foundation,IL,0.00,PRESELECTED,5000,2021,GENERAL CHARITABLE PURPOSE,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.286,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
363305162,Patrick G and Shirley W Ryan Foundation,IL,78384236.00,PRESELECTED,10000,2022,GENERAL CHARITABLE OPERATIONS,f,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.275,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
363305162,Patrick G and Shirley W Ryan Foundation,IL,78384236.00,PRESELECTED,3000,2020,GENERAL CHARITABLE OPERATIONS,t,medium,363832321,JUDD GOLDMAN ADAPTIVE SAILING FOUNDATION,IL,CHICAGO,678208.00,"THE PRIMARY EXEMPT PURPOSE OF THE FOUNDATION IS TO PROVIDE CLASSROOM AND ON-WATER SAILING INSTRUCTION FOR THE PHYSICALLY DISABLED. THE FOUNDATION IS IN A PARTNERSHIP WITH THE CHICAGO PARK DISTRICT WHEREBY THE FOUNDATION RAISES FUNDS FOR INSTRUCTOR SALARIES, BOATS AND MAINTENANCE COSTS WHILE THE PARK DISTRICT OPERATES THE PROGRAM ON A DAY-TO-DAY BASIS.",0.9000,f,0.275,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
266153797,CONSIDINE-REILLY CHARITABLE FOUNDAT,NY,811501.00,PRESELECTED,250,2023,GENERAL CHARITABLE PURPOSES,t,medium,264814117,LONG BEACH WATERFRONT WARRIORS,NY,LONG BEACH,147909.00,SEE SCHEDULE O-SUPPORT DISABLED AMERICAN VETERANS,0.8000,f,0.273,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
