prospect_ein,contact_email,to_email,subdomain,template_used,subject_line,from_address,status,message_id,timestamp,error
221501370,Info@womenrising.org,Info@womenrising.org,grants,A,Private funders for human services organizations in New Jersey,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585608+00:00,
364451498,pjackson@aaaacademy.org,pjackson@aaaacademy.org,insights,A,Private funders for education organizations in Illinois,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585640+00:00,
541824385,info@FACT4Autism.com,info@FACT4Autism.com,nonprofits,A,Private funders for disease/disorder organizations in Virginia,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585671+00:00,
650244316,miamiproject@miami.edu,miamiproject@miami.edu,privatefunding,A,Private funders for health organizations in Florida,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585703+00:00,
202614486,info@metrosquash.org,info@metrosquash.org,reports,A,Private funders for recreation organizations in Illinois,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585737+00:00,
812778740,info@carogaarts.org,info@carogaarts.org,scout,A,Private funders for arts & culture organizations in New York,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585785+00:00,
131562656,info@uhfnyc.org,info@uhfnyc.org,service,A,Private funders for health organizations in New York,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585823+00:00,
251258608,info@somersetpets.com,info@somersetpets.com,funding,A,Private funders for animal-related organizations in Pennsylvania,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585875+00:00,
042575615,Mary_gardiner@psbma.org,Mary_gardiner@psbma.org,grants,A,Private funders for human services organizations in Massachusetts,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585908+00:00,
826006000,timothy@boisephil.org,timothy@boisephil.org,insights,C,Foundation funding for Boise Philharmonic Association INC,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585939+00:00,
813587723,schoolblocksadmin@condraschool.com,schoolblocksadmin@condraschool.com,nonprofits,A,Private funders for education organizations in Texas,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.585971+00:00,
466017026,sdsymphony@sdsymphony.org,sdsymphony@sdsymphony.org,privatefunding,C,Foundation funding for South Dakota Symphony Orchestra,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586003+00:00,
232471100,hello@kidango.org,hello@kidango.org,reports,A,Private funders for human services organizations in Pennsylvania,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586035+00:00,
860717486,contact@statestreetballet.com,contact@statestreetballet.com,scout,C,Foundation funding for State Street Ballet,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586065+00:00,
330696380,info@hornafrica.org,info@hornafrica.org,service,A,Private funders for human services organizations in California,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586096+00:00,
742513984,vortex@vortexrep.org,vortex@vortexrep.org,funding,C,Foundation funding for Vortex Repertory Company,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586127+00:00,
464610491,info@defineamerican.com,info@defineamerican.com,grants,A,Private funders for human services organizations in California,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586158+00:00,
453321212,learn@pacificoperaproject.com,learn@pacificoperaproject.com,insights,A,Private funders for arts & culture organizations in California,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586189+00:00,
881675239,enrollment@snvtradeshighschool.org,enrollment@snvtradeshighschool.org,nonprofits,A,Private funders for education organizations in Nevada,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586220+00:00,
362967283,gmayer@cnt.org,gmayer@cnt.org,privatefunding,C,Foundation funding for Center for Neighborhood Technology,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586252+00:00,
132981292,lqualls@vineyardtheatre.org,lqualls@vineyardtheatre.org,reports,A,Private funders for arts & culture organizations in New York,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586283+00:00,
272513071,info@beautychangeslives.org,info@beautychangeslives.org,scout,C,Foundation funding for Beauty Changes Lives,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586315+00:00,
464265280,contact@lgbttech.org,contact@lgbttech.org,service,A,Private funders for human services organizations in Virginia,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586346+00:00,
455622649,info@apprenticelearning.org,info@apprenticelearning.org,funding,C,Foundation funding for Apprentice Learning INC,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586377+00:00,
204570887,austin@bayhillhs.org,austin@bayhillhs.org,grants,A,Private funders for education organizations in California,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586408+00:00,
237399839,mlm420@aol.com,mlm420@aol.com,insights,A,Private funders for mental health organizations in New York,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586439+00:00,
133917403,SpeakFreely@stutteringtreatment.org,SpeakFreely@stutteringtreatment.org,nonprofits,A,Private funders for human services organizations in New York,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586495+00:00,
954366755,development@cesna.edu,development@cesna.edu,privatefunding,C,Foundation funding for China Evangelical Seminary,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586540+00:00,
411942190,logo-sticky-white@2.png.webp,logo-sticky-white@2.png.webp,reports,A,Private funders for international organizations in Connecticut,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586576+00:00,
922672856,hello@sunpointfoundation.org,hello@sunpointfoundation.org,scout,C,Foundation funding for Sun Point Foundation INC,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586608+00:00,
263356271,info@summerlearning.org,info@summerlearning.org,service,A,Private funders for education organizations in District of Columbia,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586639+00:00,
721299269,volunteer@childrensadvocacy.net,volunteer@childrensadvocacy.net,funding,C,Foundation funding for Children's Advocacy Network INC,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586671+00:00,
461011714,office@longleafschool.com,office@longleafschool.com,grants,A,Private funders for education organizations in North Carolina,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586703+00:00,
263936253,info@refugeedreamcenter.org,info@refugeedreamcenter.org,insights,A,Private funders for human services organizations in Michigan,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586734+00:00,
751967052,box.office@dct.org,box.office@dct.org,nonprofits,A,Private funders for arts & culture organizations in Texas,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586765+00:00,
943089073,info@arborschool.org,info@arborschool.org,privatefunding,C,Foundation funding for Arbor School of Arts & Sciences,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586805+00:00,
841087692,geninfo@ba.org,geninfo@ba.org,reports,A,Private funders for religion organizations in Colorado,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586845+00:00,
862586097,office@toratyosef.org,office@toratyosef.org,scout,A,Private funders for education organizations in Florida,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586877+00:00,
066065807,INFO@WHITEMEMORIALCC.ORG,INFO@WHITEMEMORIALCC.ORG,service,A,Private funders for environment organizations in Connecticut,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586908+00:00,
931264297,info@childswork.org,info@childswork.org,funding,A,Private funders for education organizations in Oregon,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586940+00:00,
591568446,generalinfo@thearcbigbend.org,generalinfo@thearcbigbend.org,grants,A,Private funders for human services organizations in Florida,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.586970+00:00,
411809017,boxoffice@paramountarts.org,boxoffice@paramountarts.org,insights,C,Foundation funding for Paramount Center for the Arts,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587002+00:00,
263196839,brightstarschool@aol.com,brightstarschool@aol.com,nonprofits,A,Private funders for education organizations in New York,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587033+00:00,
270314493,info@nevadacountyarts.org,info@nevadacountyarts.org,privatefunding,C,Foundation funding for Arts Collaborative of Nevada County,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587065+00:00,
760172861,info@prntexas.org,info@prntexas.org,reports,A,Private funders for human services organizations in Texas,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587112+00:00,
113577637,info@treywhitfieldschool.org,info@treywhitfieldschool.org,scout,C,Foundation funding for Trey Whitfield School,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587145+00:00,
822372196,hello@wemeasure.org,hello@wemeasure.org,service,A,Private funders for education organizations in Texas,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587176+00:00,
861152266,info@newplanlearning.org,info@newplanlearning.org,funding,C,Foundation funding for New Plan Learning,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587207+00:00,
231352585,helpline@womensanimalcenter.org,helpline@womensanimalcenter.org,grants,A,Private funders for animal-related organizations in Pennsylvania,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587238+00:00,
341996138,info@nlbarn.org,info@nlbarn.org,insights,C,Foundation funding for New London Barn Playhouse INC,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587269+00:00,
236272140,info@allentownsymphony.org,info@allentownsymphony.org,nonprofits,A,Private funders for arts & culture organizations in Pennsylvania,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587307+00:00,
742254732,alspachp@steamboatmountainschool.org,alspachp@steamboatmountainschool.org,privatefunding,C,Foundation funding for The Foundation Steamboat Springs Winter,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587515+00:00,
820360653,administration@pioneermontessorischool.org,administration@pioneermontessorischool.org,reports,C,Foundation funding for Pioneer Montessori School,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587581+00:00,
825082397,katrina@thesocialjusticeschool.org,katrina@thesocialjusticeschool.org,scout,A,Private funders for education organizations in District of Columbia,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587634+00:00,
813427481,hello@wearevoha.org,hello@wearevoha.org,service,C,Foundation funding for Village of Hope America INC,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587690+00:00,
362883552,contactus@metrofamily.org,contactus@metrofamily.org,funding,A,Private funders for human services organizations in Illinois,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587748+00:00,
113703229,info@familypromisebellcounty.org,info@familypromisebellcounty.org,grants,C,Foundation funding for Family Promise of Bell County INC,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587791+00:00,
861160840,info@lakenormanhumane.org,info@lakenormanhumane.org,insights,A,Private funders for animal-related organizations in North Carolina,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587829+00:00,
261570262,info@naplesmontessori.org,info@naplesmontessori.org,nonprofits,A,Private funders for education organizations in Florida,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587862+00:00,
900181069,info@monkgardens.org,info@monkgardens.org,privatefunding,A,Private funders for environment organizations in Wisconsin,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587900+00:00,
363976346,office@waldorfdupage.org,office@waldorfdupage.org,reports,A,Private funders for education organizations in Illinois,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587934+00:00,
953459538,info@unitedwayslo.org,info@unitedwayslo.org,scout,A,Private funders for philanthropy organizations in California,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.587970+00:00,
271024497,info@fosterangelsctx.org,info@fosterangelsctx.org,service,C,Foundation funding for Foster Angels of Central Texas Foundation,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588014+00:00,
621137597,membership@wtcitv.org,membership@wtcitv.org,funding,A,Private funders for arts & culture organizations in Tennessee,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588073+00:00,
310968727,tmiller@lcaec.org,tmiller@lcaec.org,grants,C,Foundation funding for Lawrence Crawford Association for,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588112+00:00,
371340071,info@ilconservation.org,info@ilconservation.org,insights,A,Private funders for environment organizations in Illinois,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588151+00:00,
464389001,info@thetechfoundry.org,info@thetechfoundry.org,nonprofits,A,Private funders for education organizations in Massachusetts,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588184+00:00,
562093546,info@thebascom.org,info@thebascom.org,privatefunding,A,Private funders for arts & culture organizations in North Carolina,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588216+00:00,
383865333,admin@acacharter.com,admin@acacharter.com,reports,A,Private funders for education organizations in North Carolina,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588248+00:00,
474274180,cawhi528@thecawinc.net,cawhi528@thecawinc.net,scout,C,Foundation funding for The Christian Academy of Winter,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588279+00:00,
854002671,Help@EpilepsyLosAngeles.org,Help@EpilepsyLosAngeles.org,service,A,Private funders for disease/disorder organizations in California,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588311+00:00,
610956466,info@fecbg.com,info@fecbg.com,funding,C,Foundation funding for Family Enrichment Center INC,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588343+00:00,
521667358,info@thebowencenter.org,info@thebowencenter.org,grants,A,Private funders for human services organizations in District of Columbia,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588374+00:00,
050566822,inquiry@woodstreamacademy.com,inquiry@woodstreamacademy.com,insights,A,Private funders for education organizations in Maryland,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588406+00:00,
610730086,info@crescentridgeacademy.org,info@crescentridgeacademy.org,nonprofits,A,Private funders for education organizations in Kentucky,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588439+00:00,
841229714,lholwald@flatironshabitat.org,lholwald@flatironshabitat.org,privatefunding,C,Foundation funding for Habitat for Humanity of Boulder Valley,Alec Kleinman <alec@privatefunding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588471+00:00,
383798900,info@pvamf.org,info@pvamf.org,reports,A,Private funders for education organizations in Texas,Alec Kleinman <alec@reports.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588504+00:00,
844028962,ja@webdbmf.org,ja@webdbmf.org,scout,A,Private funders for arts & culture organizations in New York,Alec Kleinman <alec@scout.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588534+00:00,
770518231,principal@coastlinechristianacademy.com,principal@coastlinechristianacademy.com,service,A,Private funders for education organizations in California,Alec Kleinman <alec@service.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588566+00:00,
362608742,info@candorhealthed.org,info@candorhealthed.org,funding,A,Private funders for health organizations in Illinois,Alec Kleinman <alec@funding.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588598+00:00,
251457559,kecasella@tecwork.org,kecasella@tecwork.org,grants,C,Foundation funding for Transitional Employment Consultants,Alec Kleinman <alec@grants.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588630+00:00,
851248085,info@bethelshelters.org,info@bethelshelters.org,insights,A,Private funders for human services organizations in South Carolina,Alec Kleinman <alec@insights.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588677+00:00,
880835023,info@givingstrengthinc.org,info@givingstrengthinc.org,nonprofits,C,Foundation funding for Giving Strength INC,Alec Kleinman <alec@nonprofits.thegrantscout.com>,dry_run,,2026-02-18T18:31:59.588710+00:00,
