,,,,,,,,,,,,,
ein,business name,state,total assets,grantee count,cb grant count,intermediary grant count,paid officer count,phone,website,top officer name,top officer title,segment,segment priority
271234570,THE GORDON CHARTER FOUNDATION,PA,"$16,346,799", 102 , 107 , -   ,0,6106889054,GORDONCHARTERFOUNDATION.COM,LEILA GORDON,PRESIDENT,High-Volume Regional,2
222237193,Charles R Wood Foundation,DE,"$42,774,522", 101 , -   , 4 ,0,8008391754,https://www.charlesrwoodfoundation.com,Dean J Beckos,Trustee,High-Volume Regional,2
586222004,TW MARIAN W OTTLEY ATLANTA MAIN,MO,"$47,796,663", 101 , 119 , -   ,2,8003523705,,WELLS FARGO BANK N A,TRUSTEE,High-Volume Regional,2
680212355,Teichert Foundation,CA,"$20,512,192", 101 , -   , -   ,2,9164843011,N/A,Frederick A Teichert,Director,High-Volume Regional,2
166063485,A LINDSAY & OLIVE B O'CONNOR,NY,"$63,058,220", 100 , -   , 6 ,0,6075389248,HTTP://WWW.THEOCONNORFOUNDATION.ORG,CHARLOTTE BISHOP HILL,VICE-CHAIR,High-Volume Regional,2
452916988,WE SHARE A COMMON THREAD FOUNDATION INC,MA,"$420,227", 100 , -   , -   ,0,9783234798,WWW.WESHAREACOMMONTHREAD.ORG,MARK S COCHRAN,PRESIDENT/DIRECTOR,High-Volume Regional,2
200721133,THE BANK OF AMERICA CHARITABLE,NC,"$249,985,331"," 17,586 "," 114,824 ", -   ,0,9803869127,https://about.bankofamerica.com/en/making-an-impact/charitable-foundation-funding,ANNE M FINUCANE,CHAIRMAN/DIRECTOR,Large CB Foundations,3
562618866,BILL & MELINDA GATES FOUNDATION,WA,"$76,951,451,400", 875 , 10 , -   ,0,2067093100,WWW.GATESFOUNDATION.ORG,WILLIAM H GATES III,TRUSTEE,Large CB Foundations,3
237336418,TRUIST FOUNDATION INC,FL,"$435,603,374", 788 ," 1,304 ", -   ,1,8333072351,www.truist.com/purpose/truist-foundation,TRUIST BANK,TRUSTEE,Large CB Foundations,3
203886453,American Electric Power Foundation,OH,"$110,474,087", 759 , 21 , 6 ,0,6147162605,https://www.thepetitionsite.com/de-de/takeaction/487/712/308,NICHOLAS K AKINS,DIRECTOR/CHAIRMAN,Large CB Foundations,3
236257083,THE ANNENBERG FOUNDATION,PA,"$1,524,441,511", 585 , 653 , 2 ,1,6103419268,WWW.ANNENBERG.ORG,KATHERYN HOLLANDER,EXECUTIVE DIRECTOR,Large CB Foundations,3
366076088,ARIE AND IDA CROWN MEMORIAL,IL,"$1,066,800,812", 545 , 934 , -   ,0,3122366300,HTTPS://WWW.CROWNFAMILYPHILANTHROPIES.ORG,BARBARA GOODMAN MANILOW,DIRECTOR & CHAIR,Large CB Foundations,3
204170342,THE SCHMIDT FAMILY FOUNDATION,CA,"$1,834,552,574", 524 , 107 , -   ,0,6503767100,"HTTPS://11THHOURPROJECT.ORG/ABOUT, HTTPS://SCHMIDTMARINE.ORG",WENDY SCHMIDT,PRESIDENT/DIRECTOR,Large CB Foundations,3
746036466,The Brown Foundation Inc,TX,"$1,093,838,038", 483 , 861 , 5 ,0,7135236867,www.brownfoundation.org,William N Mathis,Chair/Trustee,Large CB Foundations,3
136106961,THE SHUBERT FOUNDATION INC,NY,"$677,813,037", 446 ," 1,884 ", -   ,0,2129443777,WWW.SHUBERTFOUNDATION.ORG,PHILIP J SMITH,CHAIRMAN THRU 6/30/2020,Large CB Foundations,3
131760106,ROCKEFELLER BROTHERS FUND INC,NY,"$1,402,772,081", 356 , 64 , 3 ,0,2128124200,WWW.RBF.ORG,DAVID ROCKEFELLER JR,TRUSTEE,Large CB Foundations,3
136001282,The Henry Luce Foundation Inc,NY,"$1,090,872,427", 339 , 289 , 4 ,2,2124897700,WWW.HLUCE.ORG,Teresa Carbone,CO-CHAIR & DIRECTOR,Large CB Foundations,3
411768558,POHLAD FAMILY FOUNDATION,MN,"$100,632,579", 312 , 788 , -   ,0,6126613719,POHLADFOUNDATION.ORG,JAMES O POHLAD,DIRECTOR/VICE PRESIDENT,Large CB Foundations,3
166071043,PARK FOUNDATION INC,NY,"$383,671,762", 304 , 334 , 2 ,1,6072729124,WWW.PARKFOUNDATION.ORG,ADELAIDE P GOMER,PRESIDENT,Large CB Foundations,3
043105768,The Klarman Family Foundation,MA,"$744,037,214", 259 , 321 , 5 ,0,6172367909,www.klarmanfoundation.org,Seth A Klarman,Trustee,Large CB Foundations,3
136090286,THE JM KAPLAN FUND INC,NY,"$139,934,026", 249 , 417 , 6 ,1,2127670630,WWW.JMKFUND.ORG,PETER DAVIDSON,CHAIRMAN,Large CB Foundations,3
113659133,THE SKOLL FOUNDATION,CA,"$807,076,748", 240 , 252 , -   ,0,6503311031,WWW.SKOLL.ORG,ANNALISA ADAMS-QUALTIERE,CHAIR,Large CB Foundations,3
446011082,THE SUNDERLAND FOUNDATION,KS,"$1,017,130,762", 235 , 5 , 7 ,1,9133356454,WWW.SUNDERLAND.ORG,KENT SUNDERLAND,"CHAIRMAN, TRUSTEE",Large CB Foundations,3
341595929,THE NORD FAMILY FOUNDATION,OH,"$198,037,055", 224 , 452 , 6 ,1,4409843939,WWW.NORDFF.ORG,JOHN MULLANEY,EXECUTIVE DIRECTOR,Large CB Foundations,3
911501066,THE SATTERBERG FOUNDATION INC,WA,"$443,335,399", 220 , 683 , -   ,1,2064413045,WWW.SATTERBERG.ORG,SARAH WALCZYK,EXECUTIVE DIRECTOR,Large CB Foundations,3
366009208,FREDERICK HENRY PRINCE TESTAMENTARY TRUST,IL,"$111,796,588", 214 , 279 , 2 ,3,3124198700,WWW.PRINCETRUSTS.ORG,BENNA WILDE,Executive Director,Large CB Foundations,3
943362163,THE DUFFIELD FAMILY FOUNDATION,CA,"$266,741,354", 204 , 118 , 4 ,1,9253105450,WWW.MADDIESFUND.ORG,AMY D ZEIFANG,CHAIRMAN,Large CB Foundations,3
320581904,THE ROOTS AND WINGS FOUNDATION INC,WA,"$315,937,030", 199 , 31 , -   ,1,6082733100,https://roots-and-wings-foundation.org.cutestat.com,SHANA DALL'OSTO,EXECUTIVE DIRECTOR,Large CB Foundations,3
416020920,Fred C and Katherine B Andersen Foundation,MN,"$1,673,338,615", 198 , 365 , -   ,1,6512647355,fkandersen.org,GREGORY L BENSON,VP/TREASURER,Large CB Foundations,3
626041468,THE MACLELLAN FOUNDATION INC,TN,"$183,339,323", 190 , 207 , 3 ,0,4237558142,WWW.MACLELLAN.NET,W MILLER WELBORN,TRUSTEE,Large CB Foundations,3
560611550,SMITH RICHARDSON FOUNDATION INC,NC,"$545,245,316", 187 , 584 , -   ,1,3363798600,WWW.SRF.ORG,PL RICHARDSON,"CHAIRMAN OF THE TRUSTEES, PRESIDENT",Large CB Foundations,3
943167546,LISA & DOUGLAS GOLDMAN FUND,CA,"$270,254,108", 175 , 593 , -   ,1,4157711717,WWW.LDGFUND.ORG,NANCY KAMI,EXEC DIRECTOR,Large CB Foundations,3
237406010,GERALDINE R DODGE FOUNDATION INC,NJ,"$327,236,430", 174 , 354 , 3 ,0,9736951174,WWW.GRDODGE.ORG,PRESTON D PINKETT III,CHAIR,Large CB Foundations,3
237094777,Frey Foundation,MI,"$147,686,324", 155 , 38 , 2 ,2,6164510303,HTTP://FREYFDN.ORG/,MARY FREY BENNETT,CHAIR,Large CB Foundations,3
516017929,FM KIRBY FOUNDATION INC,NJ,"$309,131,938", 153 , 37 , 3 ,1,9735384800,HTTP://FMKIRBYFOUNDATION.ORG,S DILLARD KIRBY,PRESIDENT,Large CB Foundations,3
416020914,HUGH J ANDERSEN FOUNDATION,MN,"$251,002,895", 152 , 488 , -   ,0,6514391557,WWW.SRINC.BIZ/HJA,SARAH J ANDERSEN,PRESIDENT,Large CB Foundations,3
136022018,THE ACHELIS & BODMAN FOUNDATION,NY,"$137,130,810", 150 , 153 , -   ,0,2126440322,WWW.ACHELISBODMAN.ORG,RUSSELL P PENNOYER,PRESIDENT/TRUSTEE,Large CB Foundations,3
746039126,Jacob and Terese Hershey Foundation,TX,"$107,316,267", 149 , 59 , 1 ,0,7135297610,www.jthershey.org,Jeffrey Hershey,President,Large CB Foundations,3
392076346,Joseph and Vera Zilber Family Foundation Inc,WI,"$396,066,804", 141 , 23 , 7 ,2,4142742447,www.zilberfamilyfoundation.org,Marcy C Jackson,PRESIDENT/DIRECTOR,Large CB Foundations,3
510172279,ADOLPH COORS FOUNDATION,CO,"$206,643,009", 137 , 203 , -   ,3,3033881636,WWW.COORSFOUNDATION.ORG,Carrie Coors Tynan,CEO/Secretary,Large CB Foundations,3
262700185,NEXTFIFTY INITIATIVE,CO,"$244,297,749", 135 , 5 , 4 ,2,3035471800,WWW.NEXT50INITIATIVE.ORG,DIANA MCFAIL,PRESIDENT & CEO (THRU 7/22),Large CB Foundations,3
136098464,THE SCHERMAN FOUNDATION INC,NY,"$107,834,343", 134 , 224 , -   ,0,2128323086,WWW.SCHERMAN.ORG,ALEXIS ANDERSON-REED,DIRECTOR,Large CB Foundations,3
366018526,THE BARKER WELFARE FOUNDATION,FL,"$104,073,946", 134 , 231 , 4 ,0,5616779119,WWW.BARKERWELFARE.ORG,ALEXANDER B ROSS,"PRESIDENT, DIRECTOR",Large CB Foundations,3
562305694,THE ROSALINDE AND ARTHUR GILBERT,CA,"$219,824,526", 127 , 171 , -   ,1,3104494500,WWW.THEGILBERTFOUNDATION.ORG,MARTIN H BLANK JR,COO,Large CB Foundations,3
752696419,THE LEGETT FOUNDATION,TX,"$102,786,846", 127 , 114 , 1 ,1,3256736429,N/A,KADE L MATTHEWS,DIR/CHAIRMAN/CEO/PRESIDENT,Large CB Foundations,3
841264186,GILL FOUNDATION,CO,"$190,773,725", 125 , 160 , -   ,0,3032924455,WWW.GILLFOUNDATION.ORG,TIM GILL,CHAIR,Large CB Foundations,3
946064551,MIMI AND PETER HAAS FUND,CA,"$175,868,377", 123 , 85 , 2 ,0,4152969249,N/A,MIRIAM L HAAS,TRUSTEE/PRESIDENT,Large CB Foundations,3
756023767,JF Maddox Foundation,NM,"$246,101,367", 122 , 160 , 3 ,3,5753936338,www.jfmaddox.org,Hilda Aldrete,CFO & Vice President - Finance / Treasurer,Large CB Foundations,3
221713022,STEPHEN & MARY BIRCH FOUNDATION INC,DE,"$100,355,534", 121 , 371 , -   ,2,8883726303,https://philanthropydelaware.org/event-3571668,DEBORA DURKIN,President,Large CB Foundations,3
251113452,SARAH SCAIFE FOUNDATION INCORPORATED,PA,"$610,288,544", 121 , 176 , -   ,1,4123922900,WWW.SCAIFE.COM,MICHAEL W GLEBA,CHAIRMAN/CEO & TRUSTEE,Large CB Foundations,3
621134070,THE FRIST FOUNDATION,TN,"$200,236,459", 119 , 14 , 5 ,0,6152923868,WWW.FRISTFOUNDATION.ORG,PATRICIA FRIST ELCAN,PRESIDENT AND CHAIRMAN,Large CB Foundations,3
346546418,JACK JOSEPH & MORTON MANDEL FOUNDATION,OH,"$3,513,554,070", 118 , 204 , -   ,0,2168756500,WWW.MANDELFOUNDATION.ORG,BRADLEY S SMITH,ASSISTANT SECRETARY,Large CB Foundations,3
946102700,The McConnell Foundation,CA,"$420,547,459", 118 , 8 , -   ,3,5302266200,HTTP://WWW.MCCONNELLFOUNDATION.ORG,Brian Sindt,President & CEO,Large CB Foundations,3
480918408,Charles Koch Foundation,VA,"$748,223,343", 115 , 286 , -   ,1,7032147118,WWW.CHARLESKOCHFOUNDATION.ORG,Brett Hinkey,Executive Director,Large CB Foundations,3
943250195,NAMES FAMILY FOUNDATION,WA,"$159,866,686", 113 , 122 , 5 ,1,2532972295,WWW.NAMESFOUNDATION.ORG,PATRICIA SHULTS,EXECUTIVE DIRECTOR,Large CB Foundations,3
386052131,HUDSON-WEBBER FOUNDATION,MI,"$171,607,120", 105 , 28 , 4 ,1,3139637777,WWW.HUDSON-WEBBER.ORG,MELANCA D CLARK,"PRESIDENT, CEO, TRUSTEE",Large CB Foundations,3
396786592,RAY & KAY ECKSTEIN CHARITABLE TRUST,KY,"$436,642,374", 102 , 110 , -   ,0,2705348930,ECKSTEINCHARITY.ORG,CYNTHIA L ERICKSON-ZANINOVICH,TRUSTEE,Large CB Foundations,3
751879237,THOMAS M HELEN MCKEE & JOHN P RYAN FO,TX,"$118,540,369", 98 , 23 , 4 ,1,8175294220,WWW.RYANFOUNDATION.COM,JOHN P RYAN JR,CHAIRMAN,Large CB Foundations,3
731691396,CULLEN FOUNDATION,NY,"$112,298,735", 96 , 6 , 6 ,1,7168004280,WWW.THECULLENFOUNDATION.ORG,MICHAEL R MCGEE,TRUSTEE,Large CB Foundations,3
530241716,EUGENE & AGNES E MEYER FOUNDATION,DC,"$224,816,964", 95 , 7 , 8 ,0,2024838294,WWW.MEYERFOUNDATION.ORG,BO MENKITI,CHAIR AND DIRECTOR,Large CB Foundations,3
586032469,JAMES M COX FOUNDATION OF GEORGIA INC,GA,"$793,917,812", 95 , 27 , -   ,0,6786454659,WWW.COXFOUNDATION.COM,JAMES C KENNEDY,CHAIRMAN/PRESIDENT/TRUSTEE,Large CB Foundations,3
942822302,CALIFORNIA PHYSICIANS' SERVICE FDN,CA,"$111,323,011", 95 , 46 , 4 ,3,4152296080,WWW.BLUESHIELDCAFOUNDATION.ORG,ADRIANE LAMAR SNIDER,"CHAIR, AUDIT COMMITTEE",Large CB Foundations,3
476098282,Peter Kiewit Foundation,NE,"$396,126,812", 94 , 74 , -   ,3,4023447890,PETERKIEWITFOUNDATION.ORG,ELIZABETH CODINA,SECRETARY & EXECUTIVE DIRECTOR,Large CB Foundations,3
256012303,ALLEGHENY FOUNDATION,PA,"$366,453,600", 93 , 72 , -   ,1,4123922900,WWW.SCAIFE.COM,MATTHEW A GROLL,CHAIRMAN/TRUSTEE,Large CB Foundations,3
746053075,John P McGovern Foundation,TX,"$125,486,624", 92 , 5 , 2 ,2,7135245255,N/A,Kathrine McGovern,President,Large CB Foundations,3
066036761,THE CHARLES A DANA FOUNDATION,NY,"$258,637,512", 91 , 145 , -   ,2,2122234040,WWW.DANA.ORG,CAROLINE MONTOJO,"DIRECTOR, PRESIDENT",Large CB Foundations,3
956093178,JOSEPH DROWN FOUNDATION,CA,"$104,011,094", 91 , 155 , -   ,3,3102774488,WWW.JDROWN.ORG,DEBORAH KRAKOW,DIRECTOR,Large CB Foundations,3
911663336,THE RUSSELL FAMILY FOUNDATION,WA,"$163,076,402", 90 , 123 , 5 ,2,2538585050,WWW.TRFF.ORG,KATHLEEN SIMPSON,CEO,Large CB Foundations,3
943219107,SAND HILL FOUNDATION,CA,"$109,995,169", 90 , 7 , -   ,1,6508549310,N/A,SUSAN FORD DORSEY,PRESIDENT,Large CB Foundations,3
202176636,MUTUAL OF OMAHA FOUNDATION,NE,"$108,220,047", 89 , 77 , -   ,0,8666638665,https://omahafoundation.org,GAIL A GRAEVE,PRESIDENT/SECRETARY/DIRECTOR,Large CB Foundations,3
752684716,KICKAPOO SPRINGS FOUNDATION,TX,"$102,044,410", 89 , 61 , -   ,1,3256736429,N/A,JOHN A MATTHEWS JR,DIRECTOR/CHAIRMAN/CEO,Large CB Foundations,3
416009902,PATRICK AND AIMEE BUTLER FAMILY,MN,"$105,845,251", 88 , 147 , 2 ,1,6512222565,https://www.butlerfamilyfoundation.org,JOHN K BUTLER,CHAIR/TREASU,Large CB Foundations,3
510066734,LONGWOOD FOUNDATION INC,DE,"$967,518,991", 86 , 18 , 3 ,1,3026838200,WWW.LONGWOODFOUNDATION.ORG,ELEUTHERE I DU PONT II,PRESIDENT,Large CB Foundations,3
340714513,SAINT LUKES FOUNDATION OF CLEVELAND OHIO,OH,"$201,816,681", 85 , 50 , 4 ,1,2164318010,WWW.SAINTLUKESFOUNDATION.ORG,TIMOTHY L TRAMBLE SR,PRESIDENT AND CEO,Large CB Foundations,3
811099715,HEADWATERS HEALTH FOUNDATION,MT,"$123,719,137", 84 , 186 , 1 ,1,4069266526,WWW.HEADWATERSMT.ORG,BRENDA SOLORZANO-CLAUDLE,CHIEF EXECUTIVE OFFICER,Large CB Foundations,3
990313279,KOSASA FOUNDATION,HI,"$137,474,179", 84 , 9 , 7 ,0,8085912550,HTTPS://WWW.KOSASAFOUNDATION.ORG/,GLORIA GAINSLEY,DIRECTOR,Large CB Foundations,3
364107162,Grand Victoria Foundation,IL,"$165,942,699", 83 , 162 , -   ,1,3126090200,WWW.GRANDVICTORIAFDN.ORG,SHARON BUSH,President/Executive Director,Large CB Foundations,3
136170340,BOOTH FERRIS FOUNDATION XXXXX4008,IL,"$202,435,770", 82 , 28 , -   ,0,8004962583,https://grantexec.com/foundations/136170340,,,Large CB Foundations,3
561677733,MERANCAS FOUNDATION INC,NC,"$152,384,008", 81 , 9 , 4 ,0,9802371386,WWW.MERANCAS.ORG,CORNELIS A M MERMANS,TREASURER,Large CB Foundations,3
363805338,ALPHAWOOD FOUNDATION,IL,"$106,041,113", 80 , 7 , -   ,2,7734778984,https://www.alphawoodfoundation.org,FRED EYCHANER,PRESIDENT/TREASURER/DIRECTOR,Large CB Foundations,3
030503425,Illinois Children's Healthcare,IL,"$141,891,372", 79 , 11 , 9 ,0,6305712555,www.ilchf.org,Myrtis Sullivan MD,Chair/Director,Large CB Foundations,3
046904949,LINDE FAMILY FOUNDATION,MA,"$159,505,160", 79 , 102 , 2 ,0,6179275700,https://www.insidephilanthropy.com/find-a-grant-places/massachusetts-grants/linde-family-foundation,JOYCE LINDE,TRUSTEE,Large CB Foundations,3
222600747,INDEPENDENCE PUBLIC MEDIA OF,PA,"$117,454,732", 79 , 8 , 4 ,5,2154833900,WWW.INDEPENDENCEMEDIA.ORG,HOWARD BLUMENTHAL,CEO,Large CB Foundations,3
046037391,WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND,CT,"$122,654,873", 75 , 71 , 2 ,1,2032303330,WWW.WCGMF.ORG,WILLIAM C GRAUSTEIN,TRUSTEE,Large CB Foundations,3
356247168,ENGLISH-BONTER-MITCHELL FDN,PA,"$141,874,341", 74 , 35 , -   ,1,4128073204,https://npfunds.com/directory/english-bonter-mitchell-foundation-2,PNC BANK NA,TRUSTEE,Large CB Foundations,3
136204678,MORTIMER AND MIMI LEVITT FOUNDATION INC,CA,"$169,756,709", 73 , 9 , -   ,0,2132016100,https://levitt.org,ANDREW HIRSCH,DIRECTOR / VICE PRESIDENT,Large CB Foundations,3
364324067,HEALTHY COMMUNITIES FOUNDATION,IL,"$120,153,005", 73 , 197 , -   ,1,7084435674,https://grantfrog.com/funders/healthy-communities-foundation-364324067,MARIA PESQUEIRA,PRESIDENT,Large CB Foundations,3
680656415,THE BRINSON FOUNDATION,IL,"$198,225,050", 73 , 129 , 5 ,0,3127994500,WWW.BRINSONFOUNDATION.ORG,GARY P BRINSON,DIRECTOR/BOARD CHAIR,Large CB Foundations,3
311257219,MATHILE FAMILY FOUNDATION,OH,"$265,287,607", 72 , 19 , 1 ,0,9374549158,WWW.MATHILEFAMILYFOUNDATION.ORG,MARY A MATHILE,"CO-CHAIR, CEO, TRUSTEE",Large CB Foundations,3
362498125,W Clement & Jessie V Stone Foundation,IL,"$120,422,018", 72 , 117 , 2 ,1,3123662263,WWW.WCSTONEFND.ORG,BRANDON THORNE,EXECUTIVE DIRECTOR,Large CB Foundations,3
364685801,Independence Blue Cross Foundation,PA,"$131,340,037", 72 , 119 , 2 ,0,2152414065,www.ibxfoundation.org,CHARISSE R LILLIE ESQ,Chairman of Board of Directors,Large CB Foundations,3
431460787,MURIEL MCBRIEN KAUFFMAN FAMILY,MO,"$270,886,855", 69 , 89 , -   ,3,9136493584,WWW.MMKF.ORG,JULIA IRENE KAUFFMAN,CHAIRMAN/CEO,Large CB Foundations,3
626125481,JOE C DAVIS FOUNDATION,TN,"$112,536,046", 69 , 9 , -   ,0,6153529036,WWW.JOECDAVISFOUNDATION.ORG,WILLIAM R DELOACHE JR,CO-TRUSTEE,Large CB Foundations,3
266220561,ANONYMOUS TRUST,NC,"$132,206,821", 68 , 151 , -   ,0,7047633386,ANONYMOUS-TRUST.ORG,ANNE B FAIRCLOTH,TRUSTEE,Large CB Foundations,3
320341358,THE WOOD-CLAEYSSENS FOUNDATION,CA,"$127,045,012", 68 , 112 , -   ,1,8059660543,WWW.WOODCLAEYSSENSFOUNDATION.COM,NOELLE CLAEYSSENS BURKEY,PRESIDENT,Large CB Foundations,3
746047149,THE HENDERSON-WESSENDORFF FOUNDATION,TX,"$272,596,460", 67 , 46 , 2 ,1,2813422044,WWW.HW-FOUNDATION.COM,JOE D ROBINSON,CHAIRMAN OF BOARD,Large CB Foundations,3
756035984,LELAND FIKES FOUNDATION INC,TX,"$101,923,625", 66 , 146 , 3 ,0,2147540144,FIKESFOUNDATION.ORG,AMY FIKES,PRESIDENT,Large CB Foundations,3
300129656,MD Anderson Foundation,TX,"$102,563,941", 65 , 44 , 1 ,2,7132163773,https://mdandersonfoundation.org,Charles W Hall,President,Large CB Foundations,3
560690140,MARY REYNOLDS BABCOCK FOUNDATION,NC,"$185,812,542", 63 , 110 , -   ,1,3367261401,WWW.MRBF.ORG,LAVEEDA BATTLE,BOARD MEMBER,Large CB Foundations,3
621867423,BILL AND CRISSY HASLAM FOUNDATION,TN,"$111,196,803", 63 , 143 , 1 ,0,8655004327,N/A,WILLIAM E HASLAM,PRESIDENT & DIRECTOR,Large CB Foundations,3
996005445,HAROLD KL CASTLE FOUNDATION,HI,"$173,491,448", 62 , 5 , 7 ,0,8082637073,WWW.CASTLEFOUNDATION.ORG,JAMES C MCINTOSH,DIRECTOR,Large CB Foundations,3
510211020,RICHMOND MEMORIAL HEALTH FOUNDATION,VA,"$107,904,871", 61 , 80 , 7 ,1,8042826282,https://rmhfoundation.org/our-focus,MARK D CONSTANTINE PHD,PRESIDENT & CEO,Large CB Foundations,3
136147952,ENDEAVOR FOUNDATION INC,NY,"$407,795,647", 60 , 46 , 2 ,1,2125346620,https://endeavor.org,JULIE J KIDD,PRESIDENT & TREASURER,Large CB Foundations,3
421391990,IOWA WEST FOUNDATION,IA,"$492,648,687", 60 , 15 , 3 ,0,7123093010,WWW.IOWAWESTFOUNDATION.ORG,MATT GRONSTAL,CHAIRMAN,Large CB Foundations,3
620476283,BENWOOD FOUNDATION INC,TN,"$104,799,873", 59 , 37 , 3 ,0,4232674311,WWW.BENWOOD.ORG,PAUL K BROCK JR,TRUSTEE,Large CB Foundations,3
136126105,CHARLES H REVSON FOUNDATION INC,NY,"$192,587,606", 58 , 26 , 3 ,1,2129353340,WWW.REVSONFOUNDATION.ORG,JULIE SANDORF,PRESIDENT & DIRECTOR,Large CB Foundations,3
416020221,CARGILL FOUNDATION,MN,"$255,169,496", 56 , 14 , 1 ,0,9527424311,https://www.cargill.com/about/community/cargill-foundation-headquarters,COLLEEN MAY,"DIRECTOR, PRESIDENT",Large CB Foundations,3
912170962,THE CERES FOUNDATION INC,MA,"$173,580,774", 56 , 65 , 2 ,1,4013685675,HTTPS://WWW.CERESGIVING.ORG/,DANIEL C MILDER,PRESIDENT,Large CB Foundations,3
231162215,HARRY C TREXLER ESTATE,PA,"$118,997,797", 55 , 6 , 1 ,2,6104349645,https://trexlertrust.org,BARNET H FRAENKEL,TRUSTEE,Large CB Foundations,3
870849992,CULLEN FOUNDATION OF WESTERN NEW YORK,NY,"$133,578,982", 55 , 13 , 5 ,1,7168004280,WWW.THECULLENFOUNDATION.ORG,FLORINE LUHR,PRESIDENT,Large CB Foundations,3
237030155,THE FLETCHER JONES FOUNDATION,CA,"$165,961,347", 54 , 42 , 1 ,2,6262044012,WWW.FLETCHERJONESFDN.ORG,MARY J SPELLMAN,EXECUTIVE DIRECTOR/TREASURER,Large CB Foundations,3
251427015,SCAIFE FAMILY FOUNDATION,FL,"$101,900,286", 54 , 61 , 1 ,1,5616591188,WWW.SCAIFEFAMILY.ORG,JOSHUA I ARMSTRONG,DIRECTOR,Large CB Foundations,3
346514235,HCS FOUNDATION,OH,"$104,224,943", 54 , 20 , 2 ,1,2167813502,https://www.insidephilanthropy.com/find-a-grant-places/ohio-grants/hcs-foundation,L THOMAS HILTZ,"CHAIRMAN, TRUSTEE",Large CB Foundations,3
396050046,SIEBERT LUTHERAN FOUNDATION INC,WI,"$118,579,599", 53 , 51 , 1 ,1,4142692832,WWW.SIEBERTFOUNDATION.ORG,CHARLOTTE JOHN-GOMEZ,PRESIDENT,Large CB Foundations,3
416025661,JA WEDUM FOUNDATION,MN,"$164,265,416", 52 , 142 , -   ,2,6127893363,WWW.WEDUMFOUNDATION.ORG,BRIAN MYRES,CHAIR,Large CB Foundations,3
521758252,ROBERT W DEUTSCH FOUNDATION,MD,"$128,072,866", 52 , 117 , -   ,1,4432751144,WWW.RWDFOUNDATION.ORG,JANE BROWN,PRESIDENT/EXECUTIVE DIRECT,Large CB Foundations,3
596159693,ARTHUR V DAVIS FOUNDATION PF #3,FL,"$185,190,690", 52 , 20 , -   ,0,8888663275,www.avdf.org,JH Dow Davis,Chairman,Large CB Foundations,3
346555349,THE KELVIN & ELEANOR SMITH FOUNDATION,OH,"$161,721,862", 50 , 142 , -   ,0,2165919111,WWW.KESMITHFOUNDATION.ORG,CAREY F JAROS,TRUSTEE,Large CB Foundations,3
586001954,Joseph B Whitehead Foundation,GA,"$192,205,042", 50 , 12 , 3 ,1,4045226755,www.jbwhitehead.org,James B Williams,Trustee- Chair Emeritus,Large CB Foundations,3
626044177,Lyndhurst Foundation Inc,TN,"$123,155,746", 50 , 22 , -   ,2,4237560767,www.lyndhurstfoundation.org,Ann Coulter,Chairman of the Board,Large CB Foundations,3
946093385,CRESCENT PORTER HALE FOUNDATION,CA,"$117,606,386", 50 , 41 , -   ,0,4155616540,HTTP://WWW.CRESCENTPORTERHALE.ORG/,LORAINE STUART,PRESIDENT,Large CB Foundations,3
851393552,UNIVERSAL MUSIC ALL TOGETHER NOW,CA,"$137,800", 152 , 178 , -   ,0,8182865367,N/A,JASON GALLIEN,CHAIRPERSON / TREASURER,California CB,4
330686779,THE RUDOLPH J & DAPHNE A MUNZER,CA,"$97,933,729", 120 , 214 , 4 ,0,5629127732,HTTPS://MUNZERFDN.ORG/,DANIEL WARREN MUNZER,PRESIDENT,California CB,4
461702755,EDWARDS LIFESCIENCES FOUNDATION,CA,"$56,296,533", 116 , 13 , 8 ,0,9492502500,HTTP://WWW.EDWARDS.COM/ABOUTUS/CORPORATEGIVING,AMANDA C FOWLER,EXECUTIVE DIRECTOR,California CB,4
953367511,ANN JACKSON FAMILY FOUNDATION,CA,"$88,737,372", 98 , 372 , -   ,0,8059692258,WWW.ANNJACKSONFAMILYFOUNDATION.ORG,PALMER G JACKSON,PRESIDENT,California CB,4
941196182,BOTHIN FOUNDATION,CA,"$42,569,751", 93 , 20 , -   ,0,4155616540,WWW.BOTHINFOUNDATION.ORG,DEVON LAYCOX,PRESIDENT,California CB,4
943345967,BELLA VISTA FOUNDATION,CA,"$68,423,844", 88 , 17 , 6 ,0,4155616540,WWW.BELLAVISTAFOUNDATION.ORG,JEAN CASEY,CHAIR,California CB,4
680208980,Dean and Margaret Lesher Foundation,CA,"$72,758,653", 79 , 16 , 4 ,1,9259359988,N/A,Jill O'Brien,Director,California CB,4
043722125,Majestic Realty Foundation,CA,"$1,730,863", 75 , 224 , -   ,0,5626542725,WWW.MAJESTICFOUNDATION.ORG,FRANCES L INMAN,PRESIDENT/DIRECTOR,California CB,4
943301999,Firedoll Foundation,CA,"$8,138,637", 71 , 4 , 1 ,0,9259373112,www.firedoll.org,Sandor Straus,President,California CB,4
330340635,ALLIANCE HEALTHCARE FOUNDATION,CA,"$85,505,150", 68 , 8 , -   ,2,8586780974,WWW.ALLIANCEHF.ORG,Nancy Sasaki Thru Mar 2018,Executive Director,California CB,4
