ein,org name,state,city,zip,ntee code,sector,form type,tax year,total revenue,total expenses,total assets,contributions grants,program service revenue,grant dependency pct,employee count,volunteer count,num foundation grants,num unique funders,total foundation grant amount,most recent grant year,revenue band,grant dep band,yoy revenue growth,icp score,priority tier,website,mission statement,reach employees 1 10,reach revenue 1m 2m,reach form 990,reach sector e p,reach grant dep 75,reach more employees than volunteers,reach all flags,capacity grant date,capacity grant amount,capacity grant funder ein,capacity grant funder name,capacity grant pct of revenue,received capacity grant,has concrete mission,fundraising likelihood score,likely active fundraiser,fiscal year end soon,has biz dev staff,new to foundations,shares funder with beta,phone
522373587,KEREN SIMCHAS KALLAH,NJ,LAKEWOOD,08701,P50,P,990,2023,1816956,1553249,1882180,1563281,390047,86.04,0,100,0,0,0,,$1M-$2M,75-90%,72.1,10,1,N/A,PROVIDES INDIGENT BRIDES WITH BASIC FURNISHINGS,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,7328862531
813014160,HOWARD COUNTY VETERANS FOUNDATION INC,MD,MOUNT AIRY,21771,P20,P,990,2024,1813274,246699,1747078,1790598,22676,98.75,1,30,1,1,10000,2023,$1M-$2M,90-100%,,10,1,HTTPS://WWW.HOWARDCOUNTYVETERANS.ORG,"THE HOWARD COUNTY VETERANS FOUNDATION, INC. IS TO PROVIDE EDUCATION, AWARENESS AND ADVOCACY FOR THE NEARLY 20,000 VETERANS AND THEIR FAMILIES WHO CALL HOWARD COUNTY, MARYLAND HOME.",1,1,1,1,1,0,0,12/31/2023,10000,521798711,THE KAHLERT FOUNDATION INC,0.6,1,1,8,1,1,uncertain,0,0,4436681037
134167577,NEW COVENANT COMMUNITY DEVELOPMENT CORP,NY,Bronx,10456,P20,P,990,2023,1812338,1842814,72076,1812338,0,100,0,30,0,0,0,,$1M-$2M,90-100%,8.7,10,1,newcovenantdevelopmentcorp.org,"We exist to combat poverty and deprivation by encouraging and expanding opportunities for economic and community development and by promoting housing development and ownership opportunities for community-based organizations, including the corporation, and for persons of low and moderate income, and otherwise to combat community deterioration and reduce neighborhood tensions through various means.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,1,7183286072
870454082,RED CEDAR CORPORATION,UT,EAGLE MOUNTAIN,84005,P28,P,990,2023,1811276,1804135,9846615,1722822,88100,95.12,0,,0,0,0,,$1M-$2M,90-100%,-51.4,10,1,,TO PROVIDE NEEDS & EDUCATION TO THE MEMBERS OF THE AUB CHURCH CONCERNING KINDNESS TO THEIR FELLOW MAN AND OTHER BASIC RELIGIOUS PURSUITS.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,8016737178
874065969,INFECTIOUS DISEASE PREVENTION NETWORK,DC,WASHINGTON,20036,E70,E,990,2023,1810000,1666039,1937482,1810000,0,100,0,3,0,0,0,,$1M-$2M,90-100%,-7.2,10,1,DISEASEPREVENTIONNETWORK.ORG,THE MISSION OF THE ORGANIZATION IS TO BUILD ENDURING ADVOCACY CAPABILITIES TO SUPPORT THE DIVERSE PRO-VACCINE COMMUNITY.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,2025401070
881139220,URC FOUNDATION,TX,Cedar Park,78613,P28,P,990,2023,1801137,41050,11221812,1799500,0,99.91,0,,0,0,0,,$1M-$2M,90-100%,-10.1,10,1,,"The mission of the Center is to own, maintain and operate a recreational center to promote wellness, educational, cultural and charitable opportunities and activities for the community.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,5124534400
133020568,ORANGE REGIONAL MEDICAL CENTER FOUNDATION INC,NY,MIDDLETOWN,10940,E112,E,990,2023,1799925,2862803,6599258,1647863,0,91.55,0,53,0,0,0,,$1M-$2M,90-100%,-53.6,10,1,WWW.GARNETHEALTH.ORG/GIVING/FOUNDATION,TO ENHANCE AND SUSTAIN GARNET HEALTH MEDICAL CENTER'S CAPABILITY TO MEET THE HEALTHCARE NEEDS OF OUR COMMUNITY BY RESPONDING TO THE DEMANDS OF GROWTH AND TECHNOLOGY THROUGH PHILANTHROPY.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,1,8453332333
832697152,We Are Your Children Inc,NY,Brooklyn,11219,P30,P,990,2023,1798993,1932886,167795,1798993,0,100,0,,3,3,103300,2024,$1M-$2M,90-100%,61.1,10,1,N/A,"We help provide care and assistance to those children who have lost their parents, thus allowing them to thrive, receive a proper education and care.",0,1,1,1,1,0,0,,,,,,0,1,0,0,1,no,0,1,3474612619
310993382,Residential Options Inc,OH,Dublin,43017,P70Z,P,990,2023,1797020,1786866,599471,1655197,139867,92.11,0,4,0,0,0,,$1M-$2M,90-100%,4.1,10,1,N/A,"To provide residential, habilitative, and training services for mentally challenged and/or developmentally disabled individuals in order to assist the individuals to acheive the highest quality of life with the greatest amount of independence.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,6143328260
813309003,THE HARRY E DAVIS PARTNERSHIP FOR,ME,YARMOUTH,04096,E19,E,990,2023,1796214,1349486,1556877,1788810,0,99.59,3,15,0,0,0,,$1M-$2M,90-100%,,10,1,www.mainecohn.org,The Children's Oral Health Network is a network of organizations and individuals united by a shared mission: to make Maine a place where all children can grow up free from preventable dental disease.,1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,2078054243
300495881,MONTGOMERY COUNTY CHAMBER COMMUNITY,MD,ROCKVILLE,20850,P99,P,990,2023,1796135,1779457,1737318,1712289,18721,95.33,0,130,0,0,0,,$1M-$2M,90-100%,33,10,1,WWW.MONTGOMERYCOUNTYCHAMBER.COM/FOUNDATION,"EDUCATION OF THE PUBLIC IN MONTGOMERY COUNTY, SURROUNDING REGIONS, AND NATIONALLY, IN VETERAN'S INSTITUTE FOR PROCUREMENT, PUBLIC SAFETY, HEALTH AND WELLNESS AND OTHER COMMUNITY-RELATED ISSUES.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,3017380015
352593143,FRANKLIN COUNTY COMMUNITY CARE,TX,MOUNT VERNON,75457,E32,E,990,2023,1787831,1786251,1580,1753608,34223,98.09,0,,0,0,0,,$1M-$2M,90-100%,30.4,10,1,N/A,"OUR MISSION IS TO ENGAGE IN ACTIVITIE THAT INCLUDE THE PROVISION OF HEALTH CARE SERVICES AND PROVISION OF FACILITIES IN WHICH THOSE SERVICES CAN BE HOUSED. THESE SERVICES WILL BE PROVIDED TO RESIDENTS OF FRANKLIN COUNTY, TEXAS AND THE SURROUNDING AREA. FCCC WILL CONDUCT ACTIVITIES RELATED TO OFFERING HEALTH SERVICES ON A COMPREHENSIVE BASIS. OUR PURPOSE IS TO ADDRESS THE UNMET HEALTH CARE NEEDS IN FRANKLIN COUNTY, PARTICULARLY FOR THE UNDERINSURED AND UNINSURED RESIDENTS OF THE AREA. OUR ORGANIZATION WILL PROVIDE THE RESOURCES, FACILITIES AND PERSONNEL TO PROVIDE THE UNDERSERVED AND ECONOMICALLY DISADVANTAGED RESIDENTS OF THE AREA WITH ACCESS TO HEALTH SERVICES. WE HAVE A DEEP SENSE OF COMMITMENT TO CONTINUING TO PROVIDE AREA RESIDENTS WITH VIABLE HEALTH CARE OPTIONS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,9037671354
131601569,FATHER'S DAYMOTHER'S DAY COUNCIL INC,NY,LONG ISLAND CITY,11101,P20,P,990,2023,1784947,1779227,2241024,1711141,0,95.87,2,54,2,2,33000,2023,$1M-$2M,90-100%,-22.6,10,1,HTTPS://FATHERSDAYMOTHERSDAY.COM/,"THE FATHER'S DAY/MOTHER'S DAY COUNCIL, INC. (THE ""COUNCIL"") IS A NOT-FOR-PROFIT ORGANIZATION THAT RAISES FUNDS FROM OUR ANNUAL EVENTS TO HELP MEANINGFUL PHILANTHROPIES DEALING WITH ISSUES AFFECTING MOTHERS, FATHERS, AND CHILDREN.THE COUNCIL RECOGNIZES AND CELEBRATES OUTSTANDING FATHERS AND MOTHERS WHO HAVE DEMONSTRATED EXEMPLARY COMMITMENT TO THEIR FAMILIES, COMMUNITIES, AND CAREERS.",1,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,1,9172730369
043717044,WILLIAMSON HEALTH FOUNDATION INC,TN,FRANKLIN,37067,E11,E,990,2023,1775300,1076563,12080316,1510039,0,85.06,0,150,2,1,9738,2023,$1M-$2M,75-90%,-69.2,10,1,WWW.WILLIAMSONHEALTH.ORG,"THE MISSION OF THE WILLIAMSON HEALTH FOUNDATION, INC., IS TO SERVE AS THE CHARITABLE AND DEVELOPMENT ARM THAT SUPPORTS WILLIAMSON HEALTH, INCLUDING WILLIAMSON MEDICAL CENTER, THE MONROE CARELL JR. CHILDREN'S HOSPITAL VANDERBILT AT WILLIAMSON MEDICAL CENTER, BONE AND JOINT INSTITUTE OF TENNESSEE, TURNER-DUGAS BREAST HEALTH CENTER AND SO MUCH MORE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,1,6154355170
922237902,INCLUDUS FUND,VA,MCLEAN,22102,P20,P,990,2024,1773720,1743921,39158,1462466,0,82.45,0,,0,0,0,,$1M-$2M,75-90%,,10,1,,"ORGANIZATION COMMITTED TO ADVANCING EQUITY AND INCLUSION THROUGH INNOVATIVE PROGRAMS, IMPACTFUL INITIATIVES , FISCAL SPONSORSHIP, IMPACT INVESTING AND STRATEGIC PARTNERSHIPS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,2022408261
992897200,PROXIMITY 2 HUMANITY CORPORATION,NC,ALBEMARLE,28001,P20,P,990,2024,1771475,1062942,735396,1771100,0,99.98,0,,1,1,2500,2024,$1M-$2M,90-100%,,10,1,,"P2H OPERATES AS A GRANTMAKER AND SUPPORT PLATFORM FOR LOCAL EMERGENCY RESPONSE NETWORKS, PARTICULARLY IN AREAS WHERE TRADITIONAL AID MECHANISMS FACE ACCESS, TRUST, OR SPEED CHALLENGES. ITS PRIMARY AREA OF WORK IS SUDAN.",0,1,1,1,1,0,0,12/31/2024,2500,546031003,TR UA GEORGE R & EVELYN W BROTHERS,0.1,1,0,0,0,1,uncertain,0,1,9808259997
475245215,Christ Palace International Ministries,TX,Katy,77493,P84,P,990,2023,1769807,861644,3178694,1769807,0,100,1,23,0,0,0,,$1M-$2M,90-100%,,10,1,N/A,Church,1,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,8329461911
920103801,Alaska Family Child Care Association,AK,Anchorage,99518,P20,P,990,2023,1758060,1752986,170520,1758060,0,100,3,,0,0,0,,$1M-$2M,90-100%,-7,10,1,,ALASKA FAMILY CHILD CARE ASSOCIATION PROMOTES AND DEVELOPS QUALITY PROFESSIONAL HOME BASED CHILD CARE.,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,no,1,0,9072724432
800093039,Hope Educational Foundation,FL,Pompano Beach,33060,P40,P,990,2023,1757784,1767053,38821,1692976,64800,96.31,0,5,0,0,0,,$1M-$2M,90-100%,,10,1,hopeeducation.org,To prevent most systematic threats that affect children and youth around the world through the use of education.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,9549683044
923784777,PEAK LIVING SERVICES INC,WV,CHARLESTON,25302,P85,P,990,2023,1753385,499323,2052688,1744491,0,99.49,0,0,0,0,0,,$1M-$2M,90-100%,,10,1,WWW.PEAKLIVINGSERVICES.COM,"END CHRONIC AND VETERAN'S HOMELESSNESS. PROVIDE SAFE TEMPORARY SHELTER, SKILL DEVELOPMENT AND REFERRALS TO RECOVERY SERVICES TO SUPPORT INDIVIDUALS EXPERIENCING HOMELESSNESS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,8778295500
463236767,COZAD COMMUNITY FOUNDATION,NE,COZAD,69130,P20,P,990,2023,1749979,439034,2019530,1735476,0,99.17,0,,2,1,2500,2023,$1M-$2M,90-100%,154.2,10,1,COZADCOMMUNITYFOUNDATION.ORG,COZAD COMMUNITY FOUNDATION STRENGTHENS AND PROMOTES OUR COMMUNITY BY CREATING OPPORTUNITIES FOR GIVING TO PROJECTS DEDICATED TO THE NEEDS OF COZAD,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,0,3087842515
842199609,FRONTLINES INTERNATIONAL OPERATIONS,FL,LUTZ,33549,P99,P,990,2022,1749095,1147166,662307,1749095,0,100,0,20,2,2,1455530,2023,$1M-$2M,90-100%,1505.5,10,1,HTTPS://FRONTLINESINTERNATIONAL.ORG,FRONTLINES EXISTS SO THAT ALL PERSECUTED CHRISTIANS EXPERIENCE THE SUPPORT OF THE WORLDWIDE BODY OF CHRIST,0,1,1,1,1,0,0,12/31/2023,1205355,473957199,The Wing Shadow Foundation,68.9,1,0,0,0,1,no,0,0,8132936206
911156586,SNO-VALLEY SENIOR CITIZENS,WA,CARNATION,98014,P81,P,990,2023,1749082,1016171,4989457,1336535,298460,76.41,0,186,2,1,3200,2022,$1M-$2M,75-90%,,10,1,WWW.SNOVALLEYSENIOR.ORG,"THE MISSION OF THE SNO-VALLEY SENIOR CENTER IS TO CULTIVATE A WELCOMING, INCLUSIVE GATHERING PLACE THAT SUPPORTS, INSPIRES, AND UPLIFTS OUR SNOQUALMIE VALLEY COMMUNITY TO LEAD HEALTHY, ENRICHED LIVES THROUGH PARTICIPATION IN DIVERSE PROGRAMS.",0,1,1,1,1,0,0,,,,,,0,1,0,0,1,no,0,0,4253334152
465482766,WILDERNESS HEALTH INC,MN,TWO HARBORS,55616,E19,E,990,2023,1744395,1647236,2247585,1398015,346380,80.14,0,30,0,0,0,,$1M-$2M,75-90%,,10,1,HTTP://WILDERNESSHEALTHMN.ORG,"OUR MISSION IS TO PROVIDE BETTER HEALTHCARE FOR THE RURAL COMMUNITIES IN NORTHEASTERN MINNESOTA AND NORTHWESTERN WISCONSIN. THROUGH EMPOWERMENT AND COLLABORATION WITH INDEPENDENT HEALTH PROVIDERS, WILDERNESS HEALTH IS ABLE TO HELP MEET THE UNIQUE HEALTHCARE CHALLENGES OF INDIVIDUALS LOCATED IN REMOTE AREAS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,2188347375
863798441,FOSTER AND HEART,ID,BOISE,83707,P32,P,990,2024,1742443,1506313,418113,1742443,0,100,0,,3,3,33500,2024,$1M-$2M,90-100%,89.7,10,1,,FOSTERING CHILDREN,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,2084881888
844213550,PARK COMMUNITY CREDIT UNION FOUNDATION,KY,LOUISVILLE,40299,P99,P,990,2023,1737420,1489674,251536,1708186,0,98.32,0,32,0,0,0,,$1M-$2M,90-100%,104.8,10,1,N/A,"THE FOUNDATION PROVIDES SUPPORT IN THE FOLLOWING THREE IMPACT AREAS: (1) EDUCATION: SCHOLARSHIPS TO SUPPORT FUTURE LEADERS AND A MORE SKILLED WORKFORCE; (2) FINANCIAL WELLBEING: FINANCIAL EDUCATION AND RESOURCES TO PROVIDE INDIVIDUAL AND FAMILY STABILITY AND SUSTAINABILITY; AND (3) THRIVING COMMUNITIES: COMMUNITY PROJECTS THAT CONTRIBUTE TO A HIGHER QUALITY OF LIFE FOR OUR MEMBERS AND NEIGHBORS, AND A MORE COMPETITIVE REGION ECONOMICALLY.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,5028151192
825526819,Womens Community Justice Association,NY,Brooklyn,11217,P99,P,990,2022,1737301,839772,2341168,1737301,0,100,0,,2,1,80000,2023,$1M-$2M,90-100%,76.1,10,1,womenscja.org,Our mission is to help transform the NYC Justice system for women in deep and sustainable ways while elevating the experiences of personally impacted women to strategize and create a tangible plan that entails moving women and women with children from Rose M. Singer center on Rikers Island to a safe settings with appropriate services in their communities.,0,1,1,1,1,0,0,12/31/2023,40000,066484045,THE TOW FOUNDATION INC,2.3,1,0,0,0,0,no,0,1,6467903160
831217089,VIRGINIA ALLIANCE OF YMCAS,VA,RICHMOND,23224,P20,P,990,2023,1736754,1421933,818572,1576050,151174,90.75,0,30,0,0,0,,$1M-$2M,90-100%,19.3,10,1,VIRGINIAYMCAALLIANCE.ORG,"THROUGHOUT THE COMMONWEALTH THE ALLIANCE BRINGS VIRGINIA Y'S TOGETHER TO IMPROVE THE EFFECTIVENESS AND CAPACITY OF YMCAS TO BETTER SERVE THEIR MEMBERS AND COMMUNITIES IN THE COMMONWEALTH OF VIRGINIA THROUGH KEY INITIATIVES AND PROGRAMS AT A STATEWIDE LEVEL. MEMBERS OF THE ALLIANCE WORK WITH LOCAL, STATE AND NATIONAL ORGANIZATIONS AND LEADERS TO SUPPORT THE Y MOVEMENT AND OUR CAUSE.AT THE Y, STRENGTHENING COMMUNITY IS OUR CAUSE. WE BELIEVE THAT LASTING PERSONAL AND SOCIAL CHANGE CAN ONLY COME ABOUT WHEN WE ALL WORK TOGETHER TO INVEST IN OUR KIDS, OUR HEALTH, AND OUR NEIGHBORS. AS CHARITIES, YMCAS ACROSS VIRGINIA EXIST TO STRENGTHEN THEIR COMMUNITIES AND EVERY DAY WE WORK WITH THOUSANDS OF MEN, WOMEN, AND CHILDREN TO ENSURE THAT EVERYONE, REGARDLESS OF AGE, INCOME OR BACKGROUND, HAS THE OPPORTUNITY TO LEARN, GROW AND THRIVE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,8044744415
364775715,SAVELIFE FOUNDATION USA,NY,New York,10065,P20,P,990,2023,1727764,665390,8295110,1623923,0,93.99,0,50,3,3,1150000,2023,$1M-$2M,90-100%,-6.3,10,1,WWW.SAVELIFEFOUNDATION.ORG,"TO PROMOTE THE IMPORTANCE AND PUBLIC AWARENESS OF ROAD SAFETY, TRAIN FIRST RESPONDERS ON ROAD CRASHES, ADOPT AND TREAT HIGH FATALITY STRETCHES OF ROADS, DISSEMINATE BEST PRACTICES SUCH AS THE GOOD SAMARITAN LAW, AND RESPOND TO PUBLIC HEALTH EMERGENCIES.",0,1,1,1,1,0,0,12/31/2022,500000,465604812,RIPPLEWORKS INC,28.9,1,0,0,0,1,no,0,1,6038675433
361722800,MARILLAC ST VINCENT MINISTRIES INC,IL,CHICAGO,606148521,P200,P,990,2022,1720452,1260672,35603139,1813307,0,105.4,0,28,0,0,0,,$1M-$2M,90-100%,-55.9,10,1,MARILLACSTVINCENT.ORG,"MARILLAC ST. VINCENT MINISTRIES, INC STRENGTHENS, EMPOWERS AND GIVES VOICE TO THOSE IN NEED - IN THE VINCENTIAN SPIRIT OF SERVICE - THROUGH EDUCATION AND COMPREHENSIVE PROGRAMS TO BUILD VIBRANT COMMUNITIES IN CHICAGO.",0,1,1,1,1,0,0,12/31/2021,550,237049738,JPMORGAN CHASE FOUNDATION,0,1,0,0,0,0,yes,1,0,3129436776
522076899,VERMONT COALITION OF CLINICS FOR THE UNINSURED INC,VT,Barre,05641,E32,E,990,2023,1717730,1717734,567664,1717723,0,100,1,9,0,0,0,,$1M-$2M,90-100%,36.4,10,1,,"Disbursement of State and Federal funds, as well as providing technical assistance, grant administration and reporting, to 9 free independent clinics providing services to uninsured and underinsured populations in Vermont",1,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,8024484280
411431455,MINNESOTA ODD FELLOWS HOME FOUNDATION,MN,NORTHFIELD,55057,P120,P,990,2023,1717161,468153,4355623,1649723,0,96.07,0,6,2,1,3000,2023,$1M-$2M,90-100%,206.2,10,1,WWW.THREELINKS.ORG,"TO PROVIDE SUPPORT AND BENEFITS TO MINNESOTA ODD FELLOWS HOME, A 501(C)(3) ORGANIZATION, AND ITS TAX EXEMPT AFFILIATES IN ORDER TO ASSIST THEM IN PROVIDING CARE AND HOUSING TO THE ELDERLY.",0,1,1,1,1,0,0,12/31/2023,1500,416014249,JOHANSEN T H FAMILY FDN,0.1,1,0,0,0,1,no,0,0,5076648800
473570394,MISFITS MINISTRY INC,IN,FORT WAYNE,46807,P99,P,990,2024,1716900,1642386,91920,1710746,0,99.64,0,60,0,0,0,,$1M-$2M,90-100%,,10,1,MISFITSMINISTRY.ORG,"TO MINISTER THE PHYSICAL AND SPIRITUAL NEEDS OF THE LOST AND BROKEN BY OFFERING FOOD, FELLOWSHIP, AND THE HOPE AND TRUTH OF JESUS CHRIST.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,2603419206
581215746,GEORGIA COMMUNITY ACTION ASSOC INC,GA,DECATUR,30035,P20,P,990,2023,1716233,1784611,277874,1530999,183947,89.21,0,15,0,0,0,,$1M-$2M,75-90%,50.5,10,1,WWW.GEORGIACAA.ORG,TO SERVE AS THE PROFESSIONAL ORGANIZATION FOR THE DEVELOPMENT AND IMPLEMENTATION OF STRATEGIES TO PROVIDE GEORGIA COMMUNITY ACTION ASSOCIATIONS THE TOOLS TO BE EFFECTIVE COMMUNITY ACTION AGENCIES IN SOLVING THE PROBLEMS OF POVERTY WITHIN THE STATE OF GEORGIA.,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,4043614442
873213698,INTEGRITY GROUP FOUNDATION,DE,WILMINGTON,198093747,P20,P,990,2023,1715805,361389,5771279,1368991,0,79.79,0,5,0,0,0,,$1M-$2M,75-90%,,10,1,N/A,"THE INTEGRITY FOUNDATION LEADS CHARITABLE INITIATIVES THAT INCLUDE OTHER STAKEHOLDERS SUCH AS INTEGRITY PARTNERS, EMPLOYEES, CARRIERS, FINANCIAL INSTITUTIONS AND CUSTOMERS IN CREATING A LEGACY OF POSITIVE CHANGE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,3027933290
223084817,Chilton Medical Center Foundation Inc,NJ,Pompton Plains,07444,P20Z,P,990,2023,1714555,894126,17546638,1298093,0,75.71,0,77,3,1,150000,2022,$1M-$2M,75-90%,17.1,10,1,N/A,"Chilton Medical Center Foundation is solely dedicated to supporting the capital needs of Chilton Medical Center and its family of affiliates. Much like our founding benefactors, the Foundation raises money to enhance the quality of health care available to those we serve - funding clinical services, state-of-the-art technology, facility construction and modernizations, outreach initiatives and other vital programs. A 501(c)(3) non-profit organization, the Foundation is led by a volunteer Board of Trustees that oversees the use of philanthropic donations and directs the organization in partnership with the hospital and representatives of our community.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,9734512077
200503733,LIGHTHOUSE MEDICAL MINISTRIES,OK,OKLAHOMA CITY,73109,E32,E,990,2023,1712053,1714726,152059,1712053,0,100,0,,0,0,0,,$1M-$2M,90-100%,14.4,10,1,WWW.LIGHTHOUSEMEDICALCLINIC.ORG,"LIGHTHOUSE MEDICAL MINISTRIES, INC. IS A NONPROFIT ORGANIZATION FOR THE PURPOSE OF PROVIDING FREE HEALTH CARE TO INDIVIDUALS IN FINANCIAL NEED. THE BASIC AREAS OF SERVICES ARE MEDICAL CARE, VISUAL CARE, DENTAL CARE, PARENTAL INSTRUCTION, AND HOME HEALTH CARE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,4053306000
384098233,SOUTH SUNFLOWER COUNTY HOSPITAL,MS,INDIANOLA,38751,E11,E,990,2023,1710028,533279,7300479,1710028,0,100,0,0,2,1,983000,2023,$1M-$2M,90-100%,206.4,10,1,N/A,"ASSIST AND SUPPORT SOUTH SUNFLOWER COUNTY HOSPITAL IN THE IMPROVEMENT OF HEALTH TO THE CITIZENS OF SUNFLOWER COUNTY, MS AND SURROUNDING AREA, AND TO IMPROVE ACCESS TO HEALTH CARE SERVICES AND TO PROVIDE COMMUNITY HEALTH EDUCATION.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,0,6626357218
260787621,THE WATER TRUST INC,NY,NEW YORK,10163,P80,P,990,2023,1708571,2156605,1000333,1685696,0,98.66,1,10,0,0,0,,$1M-$2M,90-100%,,10,1,HTTPS://WWW.WATERTRUST.ORG/,"EMPOWER THE POOREST RURAL COMMUNITIES IN UGANDA TO PROVIDE THEIR CHILDREN CLEAN, SUSTAINABLE WATER AND HEALTHY, HYGIENIC HOMES.",1,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,1,6466812255
832778390,STEMPOWER INC,MA,SWAMPSCOTT,01907,P20,P,990,2022,1707246,2361476,225297,1707246,0,100,0,30,0,0,0,,$1M-$2M,90-100%,-42.9,10,1,WWW.STEMPOWER.ORG,"STEMPOWER, INC.'S MISSION IS TO PROVIDE PRE-UNIVERSITY STUDENTS THE OPPORTUNITY TO SOLVE SOCIETAL PROBLEMS, STRENGTHEN NATIONS AND IMPLEMENT EMPOWERMENT THROUGH THE USE OF STEM EDUCATION. STEMPOWER, INC PROVIDES HANDS-ON LAB-BASED STEM EDUCATION EMPHASIZES REAL-WORLD PROBLEM-SOLVING, CREATIVITY, AND SKILL-BUILDING EMPOWERING YOUTH TO ENGINEER THEIR HOMELAND AWAY FROM STUBBORN POVERTY. AS WELL AS, ENGINEERING SKILLS COMPLETE A COUNTRY'S PRODUCTION VALUE CHAIN LEADING TO MORE EXPORTS, LESS IMPORTS, AND REDUCED DEPENDENCY. LASTLY, ENHANCES EDUCATION, COMPETENCY, INNOVATION, AND CAREERS ON A NATIONAL SCALE THAT ""LIFTS ALL BOATS.""",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,7034634468
943017044,ELKO SENIOR CITIZENS CENTER INC,NV,ELKO,89801,P81Z,P,990,2023,1706619,1180308,2049798,1460622,202868,85.59,0,,0,0,0,,$1M-$2M,75-90%,14.4,10,1,,PROVIDE MEALS AND ACTIVITIES FOR PERSONS 60 YEARS OF AGE AND OVER AND WHO HAVE FINANCIAL OR SOCIAL NEEDS. MEALS ON WHEELS ALSO DELIVERS MEALS TO HOMEBOUND SENIORS.,0,1,1,1,1,0,0,,,,,,0,1,0,0,0,no,1,0,7757383030
561686052,NORTH CAROLINA ACADEMY OF FAMILY,NC,RALEIGH,27607,E00C,E,990,2024,1705574,392471,4770540,1464699,0,85.88,0,21,0,0,0,,$1M-$2M,75-90%,59.4,10,1,WWW.NCAFP.COM/FOUNDATION,"TO SUPPORT THE ADVANCEMENT OF FAMILY MEDICINE IN NORTH CAROLINA BY FOSTERING STUDENT INTEREST IN FAMILY MEDICINE, ENHANCING THE HEALTH OF THE CITIZENS OF OUR STATE, AND ENCOURAGING PHYSICIAN WELL-BEING.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,1,9198332110
473741005,MISSIONSHARE INTERNATIONAL,TX,San Antonio,78261,P20,P,990,2023,1704417,1703913,497,1704417,0,100,0,8,0,0,0,,$1M-$2M,90-100%,,10,1,missionshareinternational.org,The organization's mission is to provide humanitarian aid to those in need.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,2108627676
272552749,PROVIDENCE HOSPICE & HOME CARE,WA,EVERETT,98203,E129,E,990,2023,1704383,1219153,2948111,1592884,0,93.46,0,45,0,0,0,,$1M-$2M,90-100%,,10,1,HTTPS://FOUNDATION.PROVIDENCE.ORG/WA/SNOHOMISH,"AS EXPRESSIONS OF GOD'S HEALING LOVE, WITNESSED THROUGH THE MINISTRY OF JESUS, WE ARE STEADFAST IN SERVING ALL, ESPECIALLY THOSE WHO ARE POOR AND VULNERABLE.",0,1,1,1,1,0,0,,,,,,0,1,0,0,1,no,1,0,4252614805
